"origin_abb","origin_num","dest_abb","dest_num","year","conttype"
NA,NA,"ABW",533,NA,NA
"CHN",156,"AFG",4,1920,1
"CHN",156,"AFG",4,1921,1
"CHN",156,"AFG",4,1922,1
"CHN",156,"AFG",4,1923,1
"CHN",156,"AFG",4,1924,1
"CHN",156,"AFG",4,1925,1
"CHN",156,"AFG",4,1926,1
"CHN",156,"AFG",4,1927,1
"CHN",156,"AFG",4,1928,1
"CHN",156,"AFG",4,1929,1
"CHN",156,"AFG",4,1930,1
"CHN",156,"AFG",4,1931,1
"CHN",156,"AFG",4,1932,1
"CHN",156,"AFG",4,1933,1
"CHN",156,"AFG",4,1934,1
"CHN",156,"AFG",4,1935,1
"CHN",156,"AFG",4,1936,1
"CHN",156,"AFG",4,1937,1
"CHN",156,"AFG",4,1938,1
"CHN",156,"AFG",4,1939,1
"CHN",156,"AFG",4,1940,1
"CHN",156,"AFG",4,1941,1
"CHN",156,"AFG",4,1942,1
"CHN",156,"AFG",4,1943,1
"CHN",156,"AFG",4,1944,1
"CHN",156,"AFG",4,1945,1
"CHN",156,"AFG",4,1946,1
"CHN",156,"AFG",4,1947,1
"CHN",156,"AFG",4,1948,1
"CHN",156,"AFG",4,1949,1
"CHN",156,"AFG",4,1950,1
"CHN",156,"AFG",4,1951,1
"CHN",156,"AFG",4,1952,1
"CHN",156,"AFG",4,1953,1
"CHN",156,"AFG",4,1954,1
"CHN",156,"AFG",4,1955,1
"CHN",156,"AFG",4,1956,1
"CHN",156,"AFG",4,1957,1
"CHN",156,"AFG",4,1958,1
"CHN",156,"AFG",4,1959,1
"CHN",156,"AFG",4,1960,1
"CHN",156,"AFG",4,1961,1
"CHN",156,"AFG",4,1962,1
"CHN",156,"AFG",4,1963,1
"CHN",156,"AFG",4,1964,1
"CHN",156,"AFG",4,1965,1
"CHN",156,"AFG",4,1966,1
"CHN",156,"AFG",4,1967,1
"CHN",156,"AFG",4,1968,1
"CHN",156,"AFG",4,1969,1
"CHN",156,"AFG",4,1970,1
"CHN",156,"AFG",4,1971,1
"CHN",156,"AFG",4,1972,1
"CHN",156,"AFG",4,1973,1
"CHN",156,"AFG",4,1974,1
"CHN",156,"AFG",4,1975,1
"CHN",156,"AFG",4,1976,1
"CHN",156,"AFG",4,1977,1
"CHN",156,"AFG",4,1978,1
"CHN",156,"AFG",4,1979,1
"CHN",156,"AFG",4,1980,1
"CHN",156,"AFG",4,1981,1
"CHN",156,"AFG",4,1982,1
"CHN",156,"AFG",4,1983,1
"CHN",156,"AFG",4,1984,1
"CHN",156,"AFG",4,1985,1
"CHN",156,"AFG",4,1986,1
"CHN",156,"AFG",4,1987,1
"CHN",156,"AFG",4,1988,1
"CHN",156,"AFG",4,1989,1
"CHN",156,"AFG",4,1990,1
"CHN",156,"AFG",4,1991,1
"CHN",156,"AFG",4,1992,1
"CHN",156,"AFG",4,1993,1
"CHN",156,"AFG",4,1994,1
"CHN",156,"AFG",4,1995,1
"CHN",156,"AFG",4,1996,1
"CHN",156,"AFG",4,1997,1
"CHN",156,"AFG",4,1998,1
"CHN",156,"AFG",4,1999,1
"CHN",156,"AFG",4,2000,1
"CHN",156,"AFG",4,2001,1
"CHN",156,"AFG",4,2002,1
"CHN",156,"AFG",4,2003,1
"CHN",156,"AFG",4,2004,1
"CHN",156,"AFG",4,2005,1
"CHN",156,"AFG",4,2006,1
"CHN",156,"AFG",4,2007,1
"CHN",156,"AFG",4,2008,1
"CHN",156,"AFG",4,2009,1
"CHN",156,"AFG",4,2010,1
"CHN",156,"AFG",4,2011,1
"CHN",156,"AFG",4,2012,1
"CHN",156,"AFG",4,2013,1
"CHN",156,"AFG",4,2014,1
"CHN",156,"AFG",4,2015,1
"CHN",156,"AFG",4,2016,1
"IRN",364,"AFG",4,1920,1
"IRN",364,"AFG",4,1921,1
"IRN",364,"AFG",4,1922,1
"IRN",364,"AFG",4,1923,1
"IRN",364,"AFG",4,1924,1
"IRN",364,"AFG",4,1925,1
"IRN",364,"AFG",4,1926,1
"IRN",364,"AFG",4,1927,1
"IRN",364,"AFG",4,1928,1
"IRN",364,"AFG",4,1929,1
"IRN",364,"AFG",4,1930,1
"IRN",364,"AFG",4,1931,1
"IRN",364,"AFG",4,1932,1
"IRN",364,"AFG",4,1933,1
"IRN",364,"AFG",4,1934,1
"IRN",364,"AFG",4,1935,1
"IRN",364,"AFG",4,1936,1
"IRN",364,"AFG",4,1937,1
"IRN",364,"AFG",4,1938,1
"IRN",364,"AFG",4,1939,1
"IRN",364,"AFG",4,1940,1
"IRN",364,"AFG",4,1941,1
"IRN",364,"AFG",4,1942,1
"IRN",364,"AFG",4,1943,1
"IRN",364,"AFG",4,1944,1
"IRN",364,"AFG",4,1945,1
"IRN",364,"AFG",4,1946,1
"IRN",364,"AFG",4,1947,1
"IRN",364,"AFG",4,1948,1
"IRN",364,"AFG",4,1949,1
"IRN",364,"AFG",4,1950,1
"IRN",364,"AFG",4,1951,1
"IRN",364,"AFG",4,1952,1
"IRN",364,"AFG",4,1953,1
"IRN",364,"AFG",4,1954,1
"IRN",364,"AFG",4,1955,1
"IRN",364,"AFG",4,1956,1
"IRN",364,"AFG",4,1957,1
"IRN",364,"AFG",4,1958,1
"IRN",364,"AFG",4,1959,1
"IRN",364,"AFG",4,1960,1
"IRN",364,"AFG",4,1961,1
"IRN",364,"AFG",4,1962,1
"IRN",364,"AFG",4,1963,1
"IRN",364,"AFG",4,1964,1
"IRN",364,"AFG",4,1965,1
"IRN",364,"AFG",4,1966,1
"IRN",364,"AFG",4,1967,1
"IRN",364,"AFG",4,1968,1
"IRN",364,"AFG",4,1969,1
"IRN",364,"AFG",4,1970,1
"IRN",364,"AFG",4,1971,1
"IRN",364,"AFG",4,1972,1
"IRN",364,"AFG",4,1973,1
"IRN",364,"AFG",4,1974,1
"IRN",364,"AFG",4,1975,1
"IRN",364,"AFG",4,1976,1
"IRN",364,"AFG",4,1977,1
"IRN",364,"AFG",4,1978,1
"IRN",364,"AFG",4,1979,1
"IRN",364,"AFG",4,1980,1
"IRN",364,"AFG",4,1981,1
"IRN",364,"AFG",4,1982,1
"IRN",364,"AFG",4,1983,1
"IRN",364,"AFG",4,1984,1
"IRN",364,"AFG",4,1985,1
"IRN",364,"AFG",4,1986,1
"IRN",364,"AFG",4,1987,1
"IRN",364,"AFG",4,1988,1
"IRN",364,"AFG",4,1989,1
"IRN",364,"AFG",4,1990,1
"IRN",364,"AFG",4,1991,1
"IRN",364,"AFG",4,1992,1
"IRN",364,"AFG",4,1993,1
"IRN",364,"AFG",4,1994,1
"IRN",364,"AFG",4,1995,1
"IRN",364,"AFG",4,1996,1
"IRN",364,"AFG",4,1997,1
"IRN",364,"AFG",4,1998,1
"IRN",364,"AFG",4,1999,1
"IRN",364,"AFG",4,2000,1
"IRN",364,"AFG",4,2001,1
"IRN",364,"AFG",4,2002,1
"IRN",364,"AFG",4,2003,1
"IRN",364,"AFG",4,2004,1
"IRN",364,"AFG",4,2005,1
"IRN",364,"AFG",4,2006,1
"IRN",364,"AFG",4,2007,1
"IRN",364,"AFG",4,2008,1
"IRN",364,"AFG",4,2009,1
"IRN",364,"AFG",4,2010,1
"IRN",364,"AFG",4,2011,1
"IRN",364,"AFG",4,2012,1
"IRN",364,"AFG",4,2013,1
"IRN",364,"AFG",4,2014,1
"IRN",364,"AFG",4,2015,1
"IRN",364,"AFG",4,2016,1
"PAK",586,"AFG",4,1947,1
"PAK",586,"AFG",4,1948,1
"PAK",586,"AFG",4,1949,1
"PAK",586,"AFG",4,1950,1
"PAK",586,"AFG",4,1951,1
"PAK",586,"AFG",4,1952,1
"PAK",586,"AFG",4,1953,1
"PAK",586,"AFG",4,1954,1
"PAK",586,"AFG",4,1955,1
"PAK",586,"AFG",4,1956,1
"PAK",586,"AFG",4,1957,1
"PAK",586,"AFG",4,1958,1
"PAK",586,"AFG",4,1959,1
"PAK",586,"AFG",4,1960,1
"PAK",586,"AFG",4,1961,1
"PAK",586,"AFG",4,1962,1
"PAK",586,"AFG",4,1963,1
"PAK",586,"AFG",4,1964,1
"PAK",586,"AFG",4,1965,1
"PAK",586,"AFG",4,1966,1
"PAK",586,"AFG",4,1967,1
"PAK",586,"AFG",4,1968,1
"PAK",586,"AFG",4,1969,1
"PAK",586,"AFG",4,1970,1
"PAK",586,"AFG",4,1971,1
"PAK",586,"AFG",4,1972,1
"PAK",586,"AFG",4,1973,1
"PAK",586,"AFG",4,1974,1
"PAK",586,"AFG",4,1975,1
"PAK",586,"AFG",4,1976,1
"PAK",586,"AFG",4,1977,1
"PAK",586,"AFG",4,1978,1
"PAK",586,"AFG",4,1979,1
"PAK",586,"AFG",4,1980,1
"PAK",586,"AFG",4,1981,1
"PAK",586,"AFG",4,1982,1
"PAK",586,"AFG",4,1983,1
"PAK",586,"AFG",4,1984,1
"PAK",586,"AFG",4,1985,1
"PAK",586,"AFG",4,1986,1
"PAK",586,"AFG",4,1987,1
"PAK",586,"AFG",4,1988,1
"PAK",586,"AFG",4,1989,1
"PAK",586,"AFG",4,1990,1
"PAK",586,"AFG",4,1991,1
"PAK",586,"AFG",4,1992,1
"PAK",586,"AFG",4,1993,1
"PAK",586,"AFG",4,1994,1
"PAK",586,"AFG",4,1995,1
"PAK",586,"AFG",4,1996,1
"PAK",586,"AFG",4,1997,1
"PAK",586,"AFG",4,1998,1
"PAK",586,"AFG",4,1999,1
"PAK",586,"AFG",4,2000,1
"PAK",586,"AFG",4,2001,1
"PAK",586,"AFG",4,2002,1
"PAK",586,"AFG",4,2003,1
"PAK",586,"AFG",4,2004,1
"PAK",586,"AFG",4,2005,1
"PAK",586,"AFG",4,2006,1
"PAK",586,"AFG",4,2007,1
"PAK",586,"AFG",4,2008,1
"PAK",586,"AFG",4,2009,1
"PAK",586,"AFG",4,2010,1
"PAK",586,"AFG",4,2011,1
"PAK",586,"AFG",4,2012,1
"PAK",586,"AFG",4,2013,1
"PAK",586,"AFG",4,2014,1
"PAK",586,"AFG",4,2015,1
"PAK",586,"AFG",4,2016,1
"RUS",643,"AFG",4,1920,1
"RUS",643,"AFG",4,1921,1
"RUS",643,"AFG",4,1922,1
"RUS",643,"AFG",4,1923,1
"RUS",643,"AFG",4,1924,1
"RUS",643,"AFG",4,1925,1
"RUS",643,"AFG",4,1926,1
"RUS",643,"AFG",4,1927,1
"RUS",643,"AFG",4,1928,1
"RUS",643,"AFG",4,1929,1
"RUS",643,"AFG",4,1930,1
"RUS",643,"AFG",4,1931,1
"RUS",643,"AFG",4,1932,1
"RUS",643,"AFG",4,1933,1
"RUS",643,"AFG",4,1934,1
"RUS",643,"AFG",4,1935,1
"RUS",643,"AFG",4,1936,1
"RUS",643,"AFG",4,1937,1
"RUS",643,"AFG",4,1938,1
"RUS",643,"AFG",4,1939,1
"RUS",643,"AFG",4,1940,1
"RUS",643,"AFG",4,1941,1
"RUS",643,"AFG",4,1942,1
"RUS",643,"AFG",4,1943,1
"RUS",643,"AFG",4,1944,1
"RUS",643,"AFG",4,1945,1
"RUS",643,"AFG",4,1946,1
"RUS",643,"AFG",4,1947,1
"RUS",643,"AFG",4,1948,1
"RUS",643,"AFG",4,1949,1
"RUS",643,"AFG",4,1950,1
"RUS",643,"AFG",4,1951,1
"RUS",643,"AFG",4,1952,1
"RUS",643,"AFG",4,1953,1
"RUS",643,"AFG",4,1954,1
"RUS",643,"AFG",4,1955,1
"RUS",643,"AFG",4,1956,1
"RUS",643,"AFG",4,1957,1
"RUS",643,"AFG",4,1958,1
"RUS",643,"AFG",4,1959,1
"RUS",643,"AFG",4,1960,1
"RUS",643,"AFG",4,1961,1
"RUS",643,"AFG",4,1962,1
"RUS",643,"AFG",4,1963,1
"RUS",643,"AFG",4,1964,1
"RUS",643,"AFG",4,1965,1
"RUS",643,"AFG",4,1966,1
"RUS",643,"AFG",4,1967,1
"RUS",643,"AFG",4,1968,1
"RUS",643,"AFG",4,1969,1
"RUS",643,"AFG",4,1970,1
"RUS",643,"AFG",4,1971,1
"RUS",643,"AFG",4,1972,1
"RUS",643,"AFG",4,1973,1
"RUS",643,"AFG",4,1974,1
"RUS",643,"AFG",4,1975,1
"RUS",643,"AFG",4,1976,1
"RUS",643,"AFG",4,1977,1
"RUS",643,"AFG",4,1978,1
"RUS",643,"AFG",4,1979,1
"RUS",643,"AFG",4,1980,1
"RUS",643,"AFG",4,1981,1
"RUS",643,"AFG",4,1982,1
"RUS",643,"AFG",4,1983,1
"RUS",643,"AFG",4,1984,1
"RUS",643,"AFG",4,1985,1
"RUS",643,"AFG",4,1986,1
"RUS",643,"AFG",4,1987,1
"RUS",643,"AFG",4,1988,1
"RUS",643,"AFG",4,1989,1
"RUS",643,"AFG",4,1990,1
"RUS",643,"AFG",4,1991,1
"TJK",762,"AFG",4,1991,1
"TJK",762,"AFG",4,1992,1
"TJK",762,"AFG",4,1993,1
"TJK",762,"AFG",4,1994,1
"TJK",762,"AFG",4,1995,1
"TJK",762,"AFG",4,1996,1
"TJK",762,"AFG",4,1997,1
"TJK",762,"AFG",4,1998,1
"TJK",762,"AFG",4,1999,1
"TJK",762,"AFG",4,2000,1
"TJK",762,"AFG",4,2001,1
"TJK",762,"AFG",4,2002,1
"TJK",762,"AFG",4,2003,1
"TJK",762,"AFG",4,2004,1
"TJK",762,"AFG",4,2005,1
"TJK",762,"AFG",4,2006,1
"TJK",762,"AFG",4,2007,1
"TJK",762,"AFG",4,2008,1
"TJK",762,"AFG",4,2009,1
"TJK",762,"AFG",4,2010,1
"TJK",762,"AFG",4,2011,1
"TJK",762,"AFG",4,2012,1
"TJK",762,"AFG",4,2013,1
"TJK",762,"AFG",4,2014,1
"TJK",762,"AFG",4,2015,1
"TJK",762,"AFG",4,2016,1
"TKM",795,"AFG",4,1991,1
"TKM",795,"AFG",4,1992,1
"TKM",795,"AFG",4,1993,1
"TKM",795,"AFG",4,1994,1
"TKM",795,"AFG",4,1995,1
"TKM",795,"AFG",4,1996,1
"TKM",795,"AFG",4,1997,1
"TKM",795,"AFG",4,1998,1
"TKM",795,"AFG",4,1999,1
"TKM",795,"AFG",4,2000,1
"TKM",795,"AFG",4,2001,1
"TKM",795,"AFG",4,2002,1
"TKM",795,"AFG",4,2003,1
"TKM",795,"AFG",4,2004,1
"TKM",795,"AFG",4,2005,1
"TKM",795,"AFG",4,2006,1
"TKM",795,"AFG",4,2007,1
"TKM",795,"AFG",4,2008,1
"TKM",795,"AFG",4,2009,1
"TKM",795,"AFG",4,2010,1
"TKM",795,"AFG",4,2011,1
"TKM",795,"AFG",4,2012,1
"TKM",795,"AFG",4,2013,1
"TKM",795,"AFG",4,2014,1
"TKM",795,"AFG",4,2015,1
"TKM",795,"AFG",4,2016,1
"UZB",860,"AFG",4,1991,1
"UZB",860,"AFG",4,1992,1
"UZB",860,"AFG",4,1993,1
"UZB",860,"AFG",4,1994,1
"UZB",860,"AFG",4,1995,1
"UZB",860,"AFG",4,1996,1
"UZB",860,"AFG",4,1997,1
"UZB",860,"AFG",4,1998,1
"UZB",860,"AFG",4,1999,1
"UZB",860,"AFG",4,2000,1
"UZB",860,"AFG",4,2001,1
"UZB",860,"AFG",4,2002,1
"UZB",860,"AFG",4,2003,1
"UZB",860,"AFG",4,2004,1
"UZB",860,"AFG",4,2005,1
"UZB",860,"AFG",4,2006,1
"UZB",860,"AFG",4,2007,1
"UZB",860,"AFG",4,2008,1
"UZB",860,"AFG",4,2009,1
"UZB",860,"AFG",4,2010,1
"UZB",860,"AFG",4,2011,1
"UZB",860,"AFG",4,2012,1
"UZB",860,"AFG",4,2013,1
"UZB",860,"AFG",4,2014,1
"UZB",860,"AFG",4,2015,1
"UZB",860,"AFG",4,2016,1
"COD",180,"AGO",24,1975,1
"COD",180,"AGO",24,1976,1
"COD",180,"AGO",24,1977,1
"COD",180,"AGO",24,1978,1
"COD",180,"AGO",24,1979,1
"COD",180,"AGO",24,1980,1
"COD",180,"AGO",24,1981,1
"COD",180,"AGO",24,1982,1
"COD",180,"AGO",24,1983,1
"COD",180,"AGO",24,1984,1
"COD",180,"AGO",24,1985,1
"COD",180,"AGO",24,1986,1
"COD",180,"AGO",24,1987,1
"COD",180,"AGO",24,1988,1
"COD",180,"AGO",24,1989,1
"COD",180,"AGO",24,1990,1
"COD",180,"AGO",24,1991,1
"COD",180,"AGO",24,1992,1
"COD",180,"AGO",24,1993,1
"COD",180,"AGO",24,1994,1
"COD",180,"AGO",24,1995,1
"COD",180,"AGO",24,1996,1
"COD",180,"AGO",24,1997,1
"COD",180,"AGO",24,1998,1
"COD",180,"AGO",24,1999,1
"COD",180,"AGO",24,2000,1
"COD",180,"AGO",24,2001,1
"COD",180,"AGO",24,2002,1
"COD",180,"AGO",24,2003,1
"COD",180,"AGO",24,2004,1
"COD",180,"AGO",24,2005,1
"COD",180,"AGO",24,2006,1
"COD",180,"AGO",24,2007,1
"COD",180,"AGO",24,2008,1
"COD",180,"AGO",24,2009,1
"COD",180,"AGO",24,2010,1
"COD",180,"AGO",24,2011,1
"COD",180,"AGO",24,2012,1
"COD",180,"AGO",24,2013,1
"COD",180,"AGO",24,2014,1
"COD",180,"AGO",24,2015,1
"COD",180,"AGO",24,2016,1
"COG",178,"AGO",24,1975,1
"COG",178,"AGO",24,1976,1
"COG",178,"AGO",24,1977,1
"COG",178,"AGO",24,1978,1
"COG",178,"AGO",24,1979,1
"COG",178,"AGO",24,1980,1
"COG",178,"AGO",24,1981,1
"COG",178,"AGO",24,1982,1
"COG",178,"AGO",24,1983,1
"COG",178,"AGO",24,1984,1
"COG",178,"AGO",24,1985,1
"COG",178,"AGO",24,1986,1
"COG",178,"AGO",24,1987,1
"COG",178,"AGO",24,1988,1
"COG",178,"AGO",24,1989,1
"COG",178,"AGO",24,1990,1
"COG",178,"AGO",24,1991,1
"COG",178,"AGO",24,1992,1
"COG",178,"AGO",24,1993,1
"COG",178,"AGO",24,1994,1
"COG",178,"AGO",24,1995,1
"COG",178,"AGO",24,1996,1
"COG",178,"AGO",24,1997,1
"COG",178,"AGO",24,1998,1
"COG",178,"AGO",24,1999,1
"COG",178,"AGO",24,2000,1
"COG",178,"AGO",24,2001,1
"COG",178,"AGO",24,2002,1
"COG",178,"AGO",24,2003,1
"COG",178,"AGO",24,2004,1
"COG",178,"AGO",24,2005,1
"COG",178,"AGO",24,2006,1
"COG",178,"AGO",24,2007,1
"COG",178,"AGO",24,2008,1
"COG",178,"AGO",24,2009,1
"COG",178,"AGO",24,2010,1
"COG",178,"AGO",24,2011,1
"COG",178,"AGO",24,2012,1
"COG",178,"AGO",24,2013,1
"COG",178,"AGO",24,2014,1
"COG",178,"AGO",24,2015,1
"COG",178,"AGO",24,2016,1
"GAB",266,"AGO",24,1975,5
"GAB",266,"AGO",24,1976,5
"GAB",266,"AGO",24,1977,5
"GAB",266,"AGO",24,1978,5
"GAB",266,"AGO",24,1979,5
"GAB",266,"AGO",24,1980,5
"GAB",266,"AGO",24,1981,5
"GAB",266,"AGO",24,1982,5
"GAB",266,"AGO",24,1983,5
"GAB",266,"AGO",24,1984,5
"GAB",266,"AGO",24,1985,5
"GAB",266,"AGO",24,1986,5
"GAB",266,"AGO",24,1987,5
"GAB",266,"AGO",24,1988,5
"GAB",266,"AGO",24,1989,5
"GAB",266,"AGO",24,1990,5
"GAB",266,"AGO",24,1991,5
"GAB",266,"AGO",24,1992,5
"GAB",266,"AGO",24,1993,5
"GAB",266,"AGO",24,1994,5
"GAB",266,"AGO",24,1995,5
"GAB",266,"AGO",24,1996,5
"GAB",266,"AGO",24,1997,5
"GAB",266,"AGO",24,1998,5
"GAB",266,"AGO",24,1999,5
"GAB",266,"AGO",24,2000,5
"GAB",266,"AGO",24,2001,5
"GAB",266,"AGO",24,2002,5
"GAB",266,"AGO",24,2003,5
"GAB",266,"AGO",24,2004,5
"GAB",266,"AGO",24,2005,5
"GAB",266,"AGO",24,2006,5
"GAB",266,"AGO",24,2007,5
"GAB",266,"AGO",24,2008,5
"GAB",266,"AGO",24,2009,5
"GAB",266,"AGO",24,2010,5
"GAB",266,"AGO",24,2011,5
"GAB",266,"AGO",24,2012,5
"GAB",266,"AGO",24,2013,5
"GAB",266,"AGO",24,2014,5
"GAB",266,"AGO",24,2015,5
"GAB",266,"AGO",24,2016,5
"NAM",516,"AGO",24,1990,1
"NAM",516,"AGO",24,1991,1
"NAM",516,"AGO",24,1992,1
"NAM",516,"AGO",24,1993,1
"NAM",516,"AGO",24,1994,1
"NAM",516,"AGO",24,1995,1
"NAM",516,"AGO",24,1996,1
"NAM",516,"AGO",24,1997,1
"NAM",516,"AGO",24,1998,1
"NAM",516,"AGO",24,1999,1
"NAM",516,"AGO",24,2000,1
"NAM",516,"AGO",24,2001,1
"NAM",516,"AGO",24,2002,1
"NAM",516,"AGO",24,2003,1
"NAM",516,"AGO",24,2004,1
"NAM",516,"AGO",24,2005,1
"NAM",516,"AGO",24,2006,1
"NAM",516,"AGO",24,2007,1
"NAM",516,"AGO",24,2008,1
"NAM",516,"AGO",24,2009,1
"NAM",516,"AGO",24,2010,1
"NAM",516,"AGO",24,2011,1
"NAM",516,"AGO",24,2012,1
"NAM",516,"AGO",24,2013,1
"NAM",516,"AGO",24,2014,1
"NAM",516,"AGO",24,2015,1
"NAM",516,"AGO",24,2016,1
"ZMB",894,"AGO",24,1975,1
"ZMB",894,"AGO",24,1976,1
"ZMB",894,"AGO",24,1977,1
"ZMB",894,"AGO",24,1978,1
"ZMB",894,"AGO",24,1979,1
"ZMB",894,"AGO",24,1980,1
"ZMB",894,"AGO",24,1981,1
"ZMB",894,"AGO",24,1982,1
"ZMB",894,"AGO",24,1983,1
"ZMB",894,"AGO",24,1984,1
"ZMB",894,"AGO",24,1985,1
"ZMB",894,"AGO",24,1986,1
"ZMB",894,"AGO",24,1987,1
"ZMB",894,"AGO",24,1988,1
"ZMB",894,"AGO",24,1989,1
"ZMB",894,"AGO",24,1990,1
"ZMB",894,"AGO",24,1991,1
"ZMB",894,"AGO",24,1992,1
"ZMB",894,"AGO",24,1993,1
"ZMB",894,"AGO",24,1994,1
"ZMB",894,"AGO",24,1995,1
"ZMB",894,"AGO",24,1996,1
"ZMB",894,"AGO",24,1997,1
"ZMB",894,"AGO",24,1998,1
"ZMB",894,"AGO",24,1999,1
"ZMB",894,"AGO",24,2000,1
"ZMB",894,"AGO",24,2001,1
"ZMB",894,"AGO",24,2002,1
"ZMB",894,"AGO",24,2003,1
"ZMB",894,"AGO",24,2004,1
"ZMB",894,"AGO",24,2005,1
"ZMB",894,"AGO",24,2006,1
"ZMB",894,"AGO",24,2007,1
"ZMB",894,"AGO",24,2008,1
"ZMB",894,"AGO",24,2009,1
"ZMB",894,"AGO",24,2010,1
"ZMB",894,"AGO",24,2011,1
"ZMB",894,"AGO",24,2012,1
"ZMB",894,"AGO",24,2013,1
"ZMB",894,"AGO",24,2014,1
"ZMB",894,"AGO",24,2015,1
"ZMB",894,"AGO",24,2016,1
"GRC",300,"ALB",8,1914,1
"GRC",300,"ALB",8,1915,1
"GRC",300,"ALB",8,1916,1
"GRC",300,"ALB",8,1917,1
"GRC",300,"ALB",8,1918,1
"GRC",300,"ALB",8,1919,1
"GRC",300,"ALB",8,1920,1
"GRC",300,"ALB",8,1921,1
"GRC",300,"ALB",8,1922,1
"GRC",300,"ALB",8,1923,1
"GRC",300,"ALB",8,1924,1
"GRC",300,"ALB",8,1925,1
"GRC",300,"ALB",8,1926,1
"GRC",300,"ALB",8,1927,1
"GRC",300,"ALB",8,1928,1
"GRC",300,"ALB",8,1929,1
"GRC",300,"ALB",8,1930,1
"GRC",300,"ALB",8,1931,1
"GRC",300,"ALB",8,1932,1
"GRC",300,"ALB",8,1933,1
"GRC",300,"ALB",8,1934,1
"GRC",300,"ALB",8,1935,1
"GRC",300,"ALB",8,1936,1
"GRC",300,"ALB",8,1937,1
"GRC",300,"ALB",8,1938,1
"GRC",300,"ALB",8,1939,1
"GRC",300,"ALB",8,1944,1
"GRC",300,"ALB",8,1945,1
"GRC",300,"ALB",8,1946,1
"GRC",300,"ALB",8,1947,1
"GRC",300,"ALB",8,1948,1
"GRC",300,"ALB",8,1949,1
"GRC",300,"ALB",8,1950,1
"GRC",300,"ALB",8,1951,1
"GRC",300,"ALB",8,1952,1
"GRC",300,"ALB",8,1953,1
"GRC",300,"ALB",8,1954,1
"GRC",300,"ALB",8,1955,1
"GRC",300,"ALB",8,1956,1
"GRC",300,"ALB",8,1957,1
"GRC",300,"ALB",8,1958,1
"GRC",300,"ALB",8,1959,1
"GRC",300,"ALB",8,1960,1
"GRC",300,"ALB",8,1961,1
"GRC",300,"ALB",8,1962,1
"GRC",300,"ALB",8,1963,1
"GRC",300,"ALB",8,1964,1
"GRC",300,"ALB",8,1965,1
"GRC",300,"ALB",8,1966,1
"GRC",300,"ALB",8,1967,1
"GRC",300,"ALB",8,1968,1
"GRC",300,"ALB",8,1969,1
"GRC",300,"ALB",8,1970,1
"GRC",300,"ALB",8,1971,1
"GRC",300,"ALB",8,1972,1
"GRC",300,"ALB",8,1973,1
"GRC",300,"ALB",8,1974,1
"GRC",300,"ALB",8,1975,1
"GRC",300,"ALB",8,1976,1
"GRC",300,"ALB",8,1977,1
"GRC",300,"ALB",8,1978,1
"GRC",300,"ALB",8,1979,1
"GRC",300,"ALB",8,1980,1
"GRC",300,"ALB",8,1981,1
"GRC",300,"ALB",8,1982,1
"GRC",300,"ALB",8,1983,1
"GRC",300,"ALB",8,1984,1
"GRC",300,"ALB",8,1985,1
"GRC",300,"ALB",8,1986,1
"GRC",300,"ALB",8,1987,1
"GRC",300,"ALB",8,1988,1
"GRC",300,"ALB",8,1989,1
"GRC",300,"ALB",8,1990,1
"GRC",300,"ALB",8,1991,1
"GRC",300,"ALB",8,1992,1
"GRC",300,"ALB",8,1993,1
"GRC",300,"ALB",8,1994,1
"GRC",300,"ALB",8,1995,1
"GRC",300,"ALB",8,1996,1
"GRC",300,"ALB",8,1997,1
"GRC",300,"ALB",8,1998,1
"GRC",300,"ALB",8,1999,1
"GRC",300,"ALB",8,2000,1
"GRC",300,"ALB",8,2001,1
"GRC",300,"ALB",8,2002,1
"GRC",300,"ALB",8,2003,1
"GRC",300,"ALB",8,2004,1
"GRC",300,"ALB",8,2005,1
"GRC",300,"ALB",8,2006,1
"GRC",300,"ALB",8,2007,1
"GRC",300,"ALB",8,2008,1
"GRC",300,"ALB",8,2009,1
"GRC",300,"ALB",8,2010,1
"GRC",300,"ALB",8,2011,1
"GRC",300,"ALB",8,2012,1
"GRC",300,"ALB",8,2013,1
"GRC",300,"ALB",8,2014,1
"GRC",300,"ALB",8,2015,1
"GRC",300,"ALB",8,2016,1
"HRV",191,"ALB",8,1992,4
"HRV",191,"ALB",8,1993,4
"HRV",191,"ALB",8,1994,4
"HRV",191,"ALB",8,1995,4
"HRV",191,"ALB",8,1996,4
"HRV",191,"ALB",8,1997,4
"HRV",191,"ALB",8,1998,4
"HRV",191,"ALB",8,1999,4
"HRV",191,"ALB",8,2000,4
"HRV",191,"ALB",8,2001,4
"HRV",191,"ALB",8,2002,4
"HRV",191,"ALB",8,2003,4
"HRV",191,"ALB",8,2004,4
"HRV",191,"ALB",8,2005,4
"HRV",191,"ALB",8,2006,4
"HRV",191,"ALB",8,2007,4
"HRV",191,"ALB",8,2008,4
"HRV",191,"ALB",8,2009,4
"HRV",191,"ALB",8,2010,4
"HRV",191,"ALB",8,2011,4
"HRV",191,"ALB",8,2012,4
"HRV",191,"ALB",8,2013,4
"HRV",191,"ALB",8,2014,4
"HRV",191,"ALB",8,2015,4
"HRV",191,"ALB",8,2016,4
"ITA",380,"ALB",8,1914,4
"ITA",380,"ALB",8,1915,4
"ITA",380,"ALB",8,1916,4
