src_abb,src_num,tgt_abb,tgt_num,year,years_in_school
AFG,4,AFG,4,1950,0.13
AFG,4,AFG,4,1951,0.14
AFG,4,AFG,4,1952,0.15
AFG,4,AFG,4,1953,0.16
AFG,4,AFG,4,1954,0.17
AFG,4,AFG,4,1955,0.18
AFG,4,AFG,4,1956,0.188
AFG,4,AFG,4,1957,0.196
AFG,4,AFG,4,1958,0.204
AFG,4,AFG,4,1959,0.212
AFG,4,AFG,4,1960,0.22
AFG,4,AFG,4,1961,0.234
AFG,4,AFG,4,1962,0.248
AFG,4,AFG,4,1963,0.262
AFG,4,AFG,4,1964,0.276
AFG,4,AFG,4,1965,0.29
AFG,4,AFG,4,1966,0.302
AFG,4,AFG,4,1967,0.314
AFG,4,AFG,4,1968,0.326
AFG,4,AFG,4,1969,0.338
AFG,4,AFG,4,1970,0.35
AFG,4,AFG,4,1971,0.404
AFG,4,AFG,4,1972,0.458
AFG,4,AFG,4,1973,0.512
AFG,4,AFG,4,1974,0.566
AFG,4,AFG,4,1975,0.62
AFG,4,AFG,4,1976,0.652
AFG,4,AFG,4,1977,0.684
AFG,4,AFG,4,1978,0.716
AFG,4,AFG,4,1979,0.748
AFG,4,AFG,4,1980,0.78
AFG,4,AFG,4,1981,0.856
AFG,4,AFG,4,1982,0.932
AFG,4,AFG,4,1983,1.008
AFG,4,AFG,4,1984,1.084
AFG,4,AFG,4,1985,1.16
AFG,4,AFG,4,1986,1.226
AFG,4,AFG,4,1987,1.292
AFG,4,AFG,4,1988,1.358
AFG,4,AFG,4,1989,1.424
ALB,8,ALB,8,1950,2.31
ALB,8,ALB,8,1951,2.366
ALB,8,ALB,8,1952,2.422
ALB,8,ALB,8,1953,2.478
ALB,8,ALB,8,1954,2.534
ALB,8,ALB,8,1955,2.59
ALB,8,ALB,8,1956,2.536
ALB,8,ALB,8,1957,2.482
ALB,8,ALB,8,1958,2.428
ALB,8,ALB,8,1959,2.374
ALB,8,ALB,8,1960,2.32
ALB,8,ALB,8,1961,2.438
ALB,8,ALB,8,1962,2.556
ALB,8,ALB,8,1963,2.674
ALB,8,ALB,8,1964,2.792
ALB,8,ALB,8,1965,2.91
ALB,8,ALB,8,1966,2.99
ALB,8,ALB,8,1967,3.07
ALB,8,ALB,8,1968,3.15
ALB,8,ALB,8,1969,3.23
ALB,8,ALB,8,1970,3.31
ALB,8,ALB,8,1971,3.444
ALB,8,ALB,8,1972,3.578
ALB,8,ALB,8,1973,3.712
ALB,8,ALB,8,1974,3.846
ALB,8,ALB,8,1975,3.98
ALB,8,ALB,8,1976,4.174
ALB,8,ALB,8,1977,4.368
ALB,8,ALB,8,1978,4.562
ALB,8,ALB,8,1979,4.756
ALB,8,ALB,8,1980,4.95
ALB,8,ALB,8,1981,5.31
ALB,8,ALB,8,1982,5.67
ALB,8,ALB,8,1983,6.03
ALB,8,ALB,8,1984,6.39
ALB,8,ALB,8,1985,6.75
ALB,8,ALB,8,1986,6.966
ALB,8,ALB,8,1987,7.182
ALB,8,ALB,8,1988,7.398
ALB,8,ALB,8,1989,7.614
ARE,784,ARE,784,1950,0.66
ARE,784,ARE,784,1951,0.712
ARE,784,ARE,784,1952,0.764
ARE,784,ARE,784,1953,0.816
ARE,784,ARE,784,1954,0.868
ARE,784,ARE,784,1955,0.92
ARE,784,ARE,784,1956,1.012
ARE,784,ARE,784,1957,1.104
ARE,784,ARE,784,1958,1.196
ARE,784,ARE,784,1959,1.288
ARE,784,ARE,784,1960,1.38
ARE,784,ARE,784,1961,1.476
ARE,784,ARE,784,1962,1.572
ARE,784,ARE,784,1963,1.668
ARE,784,ARE,784,1964,1.764
ARE,784,ARE,784,1965,1.86
ARE,784,ARE,784,1966,1.966
ARE,784,ARE,784,1967,2.072
ARE,784,ARE,784,1968,2.178
ARE,784,ARE,784,1969,2.284
ARE,784,ARE,784,1970,2.39
ARE,784,ARE,784,1971,2.504
ARE,784,ARE,784,1972,2.618
ARE,784,ARE,784,1973,2.732
ARE,784,ARE,784,1974,2.846
ARE,784,ARE,784,1975,2.96
ARE,784,ARE,784,1976,3.086
ARE,784,ARE,784,1977,3.212
ARE,784,ARE,784,1978,3.338
ARE,784,ARE,784,1979,3.464
ARE,784,ARE,784,1980,3.59
ARE,784,ARE,784,1981,3.766
ARE,784,ARE,784,1982,3.942
ARE,784,ARE,784,1983,4.118
ARE,784,ARE,784,1984,4.294
ARE,784,ARE,784,1985,4.47
ARE,784,ARE,784,1986,4.702
ARE,784,ARE,784,1987,4.934
ARE,784,ARE,784,1988,5.166
ARE,784,ARE,784,1989,5.398
ARG,32,ARG,32,1950,4.6
ARG,32,ARG,32,1951,4.678
ARG,32,ARG,32,1952,4.756
ARG,32,ARG,32,1953,4.834
ARG,32,ARG,32,1954,4.912
ARG,32,ARG,32,1955,4.99
ARG,32,ARG,32,1956,5.056
ARG,32,ARG,32,1957,5.122
ARG,32,ARG,32,1958,5.188
ARG,32,ARG,32,1959,5.254
ARG,32,ARG,32,1960,5.32
ARG,32,ARG,32,1961,5.376
ARG,32,ARG,32,1962,5.432
ARG,32,ARG,32,1963,5.488
ARG,32,ARG,32,1964,5.544
ARG,32,ARG,32,1965,5.6
ARG,32,ARG,32,1966,5.664
ARG,32,ARG,32,1967,5.728
ARG,32,ARG,32,1968,5.792
ARG,32,ARG,32,1969,5.856
ARG,32,ARG,32,1970,5.92
ARG,32,ARG,32,1971,6.022
ARG,32,ARG,32,1972,6.124
ARG,32,ARG,32,1973,6.226
ARG,32,ARG,32,1974,6.328
ARG,32,ARG,32,1975,6.43
ARG,32,ARG,32,1976,6.488
ARG,32,ARG,32,1977,6.546
ARG,32,ARG,32,1978,6.604
ARG,32,ARG,32,1979,6.662
ARG,32,ARG,32,1980,6.72
ARG,32,ARG,32,1981,6.866
ARG,32,ARG,32,1982,7.012
ARG,32,ARG,32,1983,7.158
ARG,32,ARG,32,1984,7.304
ARG,32,ARG,32,1985,7.45
ARG,32,ARG,32,1986,7.536
ARG,32,ARG,32,1987,7.622
ARG,32,ARG,32,1988,7.708
ARG,32,ARG,32,1989,7.794
ARM,51,ARM,51,1950,7.36
ARM,51,ARM,51,1951,7.384
ARM,51,ARM,51,1952,7.408
ARM,51,ARM,51,1953,7.432
ARM,51,ARM,51,1954,7.456
ARM,51,ARM,51,1955,7.48
ARM,51,ARM,51,1956,7.506
ARM,51,ARM,51,1957,7.532
ARM,51,ARM,51,1958,7.558
ARM,51,ARM,51,1959,7.584
ARM,51,ARM,51,1960,7.61
ARM,51,ARM,51,1961,7.708
ARM,51,ARM,51,1962,7.806
ARM,51,ARM,51,1963,7.904
ARM,51,ARM,51,1964,8.002
ARM,51,ARM,51,1965,8.1
ARM,51,ARM,51,1966,8.148
ARM,51,ARM,51,1967,8.196
ARM,51,ARM,51,1968,8.244
ARM,51,ARM,51,1969,8.292
ARM,51,ARM,51,1970,8.34
ARM,51,ARM,51,1971,8.422
ARM,51,ARM,51,1972,8.504
ARM,51,ARM,51,1973,8.586
ARM,51,ARM,51,1974,8.668
ARM,51,ARM,51,1975,8.75
ARM,51,ARM,51,1976,8.838
ARM,51,ARM,51,1977,8.926
ARM,51,ARM,51,1978,9.014
ARM,51,ARM,51,1979,9.102
ARM,51,ARM,51,1980,9.19
ARM,51,ARM,51,1981,9.268
ARM,51,ARM,51,1982,9.346
ARM,51,ARM,51,1983,9.424
ARM,51,ARM,51,1984,9.502
ARM,51,ARM,51,1985,9.58
ARM,51,ARM,51,1986,9.68
ARM,51,ARM,51,1987,9.78
ARM,51,ARM,51,1988,9.88
ARM,51,ARM,51,1989,9.98
AUS,36,AUS,36,1950,7.87
AUS,36,AUS,36,1951,7.906
AUS,36,AUS,36,1952,7.942
AUS,36,AUS,36,1953,7.978
AUS,36,AUS,36,1954,8.014
AUS,36,AUS,36,1955,8.05
AUS,36,AUS,36,1956,8.092
AUS,36,AUS,36,1957,8.134
AUS,36,AUS,36,1958,8.176
AUS,36,AUS,36,1959,8.218
AUS,36,AUS,36,1960,8.26
AUS,36,AUS,36,1961,8.314
AUS,36,AUS,36,1962,8.368
AUS,36,AUS,36,1963,8.422
AUS,36,AUS,36,1964,8.476
AUS,36,AUS,36,1965,8.53
AUS,36,AUS,36,1966,8.694
AUS,36,AUS,36,1967,8.858
AUS,36,AUS,36,1968,9.022
AUS,36,AUS,36,1969,9.186
AUS,36,AUS,36,1970,9.35
AUS,36,AUS,36,1971,9.488
AUS,36,AUS,36,1972,9.626
AUS,36,AUS,36,1973,9.764
AUS,36,AUS,36,1974,9.902
AUS,36,AUS,36,1975,10.04
AUS,36,AUS,36,1976,10.19
AUS,36,AUS,36,1977,10.34
AUS,36,AUS,36,1978,10.49
AUS,36,AUS,36,1979,10.64
AUS,36,AUS,36,1980,10.79
AUS,36,AUS,36,1981,10.836
AUS,36,AUS,36,1982,10.882
AUS,36,AUS,36,1983,10.928
AUS,36,AUS,36,1984,10.974
AUS,36,AUS,36,1985,11.02
AUS,36,AUS,36,1986,11.056
AUS,36,AUS,36,1987,11.092
AUS,36,AUS,36,1988,11.128
AUS,36,AUS,36,1989,11.164
AUT,40,AUT,40,1950,6.42
AUT,40,AUT,40,1951,6.372
AUT,40,AUT,40,1952,6.324
AUT,40,AUT,40,1953,6.276
AUT,40,AUT,40,1954,6.228
AUT,40,AUT,40,1955,6.18
AUT,40,AUT,40,1956,6.132
AUT,40,AUT,40,1957,6.084
AUT,40,AUT,40,1958,6.036
AUT,40,AUT,40,1959,5.988
AUT,40,AUT,40,1960,5.94
AUT,40,AUT,40,1961,6.138
AUT,40,AUT,40,1962,6.336
AUT,40,AUT,40,1963,6.534
AUT,40,AUT,40,1964,6.732
AUT,40,AUT,40,1965,6.93
AUT,40,AUT,40,1966,7.07
AUT,40,AUT,40,1967,7.21
AUT,40,AUT,40,1968,7.35
AUT,40,AUT,40,1969,7.49
AUT,40,AUT,40,1970,7.63
AUT,40,AUT,40,1971,7.7
AUT,40,AUT,40,1972,7.77
AUT,40,AUT,40,1973,7.84
AUT,40,AUT,40,1974,7.91
AUT,40,AUT,40,1975,7.98
AUT,40,AUT,40,1976,8.024
AUT,40,AUT,40,1977,8.068
AUT,40,AUT,40,1978,8.112
AUT,40,AUT,40,1979,8.156
AUT,40,AUT,40,1980,8.2
AUT,40,AUT,40,1981,8.242
AUT,40,AUT,40,1982,8.284
AUT,40,AUT,40,1983,8.326
AUT,40,AUT,40,1984,8.368
AUT,40,AUT,40,1985,8.41
AUT,40,AUT,40,1986,8.456
AUT,40,AUT,40,1987,8.502
AUT,40,AUT,40,1988,8.548
AUT,40,AUT,40,1989,8.594
BDI,108,BDI,108,1950,0.23
BDI,108,BDI,108,1951,0.238
BDI,108,BDI,108,1952,0.246
BDI,108,BDI,108,1953,0.254
BDI,108,BDI,108,1954,0.262
BDI,108,BDI,108,1955,0.27
BDI,108,BDI,108,1956,0.292
BDI,108,BDI,108,1957,0.314
BDI,108,BDI,108,1958,0.336
BDI,108,BDI,108,1959,0.358
BDI,108,BDI,108,1960,0.38
BDI,108,BDI,108,1961,0.41
BDI,108,BDI,108,1962,0.44
BDI,108,BDI,108,1963,0.47
BDI,108,BDI,108,1964,0.5
BDI,108,BDI,108,1965,0.53
BDI,108,BDI,108,1966,0.558
BDI,108,BDI,108,1967,0.586
BDI,108,BDI,108,1968,0.614
BDI,108,BDI,108,1969,0.642
BDI,108,BDI,108,1970,0.67
BDI,108,BDI,108,1971,0.71
BDI,108,BDI,108,1972,0.75
BDI,108,BDI,108,1973,0.79
BDI,108,BDI,108,1974,0.83
BDI,108,BDI,108,1975,0.87
BDI,108,BDI,108,1976,0.914
BDI,108,BDI,108,1977,0.958
BDI,108,BDI,108,1978,1.002
BDI,108,BDI,108,1979,1.046
BDI,108,BDI,108,1980,1.09
BDI,108,BDI,108,1981,1.136
BDI,108,BDI,108,1982,1.182
BDI,108,BDI,108,1983,1.228
BDI,108,BDI,108,1984,1.274
BDI,108,BDI,108,1985,1.32
BDI,108,BDI,108,1986,1.344
BDI,108,BDI,108,1987,1.368
BDI,108,BDI,108,1988,1.392
BDI,108,BDI,108,1989,1.416
BEL,56,BEL,56,1950,6.52
BEL,56,BEL,56,1951,6.588
BEL,56,BEL,56,1952,6.656
BEL,56,BEL,56,1953,6.724
BEL,56,BEL,56,1954,6.792
BEL,56,BEL,56,1955,6.86
BEL,56,BEL,56,1956,6.882
BEL,56,BEL,56,1957,6.904
BEL,56,BEL,56,1958,6.926
BEL,56,BEL,56,1959,6.948
BEL,56,BEL,56,1960,6.97
BEL,56,BEL,56,1961,6.976
BEL,56,BEL,56,1962,6.982
BEL,56,BEL,56,1963,6.988
BEL,56,BEL,56,1964,6.994
BEL,56,BEL,56,1965,7
BEL,56,BEL,56,1966,7.038
BEL,56,BEL,56,1967,7.076
BEL,56,BEL,56,1968,7.114
BEL,56,BEL,56,1969,7.152
BEL,56,BEL,56,1970,7.19
BEL,56,BEL,56,1971,7.256
BEL,56,BEL,56,1972,7.322
BEL,56,BEL,56,1973,7.388
BEL,56,BEL,56,1974,7.454
BEL,56,BEL,56,1975,7.52
BEL,56,BEL,56,1976,7.626
BEL,56,BEL,56,1977,7.732
BEL,56,BEL,56,1978,7.838
BEL,56,BEL,56,1979,7.944
BEL,56,BEL,56,1980,8.05
BEL,56,BEL,56,1981,8.156
BEL,56,BEL,56,1982,8.262
BEL,56,BEL,56,1983,8.368
BEL,56,BEL,56,1984,8.474
BEL,56,BEL,56,1985,8.58
BEL,56,BEL,56,1986,8.684
BEL,56,BEL,56,1987,8.788
BEL,56,BEL,56,1988,8.892
BEL,56,BEL,56,1989,8.996
BEN,204,BEN,204,1950,0.33
BEN,204,BEN,204,1951,0.344
BEN,204,BEN,204,1952,0.358
BEN,204,BEN,204,1953,0.372
BEN,204,BEN,204,1954,0.386
BEN,204,BEN,204,1955,0.4
BEN,204,BEN,204,1956,0.414
BEN,204,BEN,204,1957,0.428
BEN,204,BEN,204,1958,0.442
BEN,204,BEN,204,1959,0.456
BEN,204,BEN,204,1960,0.47
BEN,204,BEN,204,1961,0.498
BEN,204,BEN,204,1962,0.526
BEN,204,BEN,204,1963,0.554
BEN,204,BEN,204,1964,0.582
BEN,204,BEN,204,1965,0.61
BEN,204,BEN,204,1966,0.614
BEN,204,BEN,204,1967,0.618
BEN,204,BEN,204,1968,0.622
BEN,204,BEN,204,1969,0.626
BEN,204,BEN,204,1970,0.63
BEN,204,BEN,204,1971,0.632
BEN,204,BEN,204,1972,0.634
BEN,204,BEN,204,1973,0.636
BEN,204,BEN,204,1974,0.638
BEN,204,BEN,204,1975,0.64
BEN,204,BEN,204,1976,0.642
BEN,204,BEN,204,1977,0.644
BEN,204,BEN,204,1978,0.646
BEN,204,BEN,204,1979,0.648
BEN,204,BEN,204,1980,0.65
BEN,204,BEN,204,1981,0.738
BEN,204,BEN,204,1982,0.826
BEN,204,BEN,204,1983,0.914
BEN,204,BEN,204,1984,1.002
BEN,204,BEN,204,1985,1.09
BEN,204,BEN,204,1986,1.196
BEN,204,BEN,204,1987,1.302
BEN,204,BEN,204,1988,1.408
BEN,204,BEN,204,1989,1.514
BGD,50,BGD,50,1950,0.9
BGD,50,BGD,50,1951,0.9
BGD,50,BGD,50,1952,0.9
BGD,50,BGD,50,1953,0.9
BGD,50,BGD,50,1954,0.9
BGD,50,BGD,50,1955,0.9
BGD,50,BGD,50,1956,0.902
BGD,50,BGD,50,1957,0.904
BGD,50,BGD,50,1958,0.906
BGD,50,BGD,50,1959,0.908
BGD,50,BGD,50,1960,0.91
BGD,50,BGD,50,1961,0.944
BGD,50,BGD,50,1962,0.978
BGD,50,BGD,50,1963,1.012
BGD,50,BGD,50,1964,1.046
BGD,50,BGD,50,1965,1.08
BGD,50,BGD,50,1966,1.096
BGD,50,BGD,50,1967,1.112
BGD,50,BGD,50,1968,1.128
BGD,50,BGD,50,1969,1.144
BGD,50,BGD,50,1970,1.16
BGD,50,BGD,50,1971,1.164
BGD,50,BGD,50,1972,1.168
BGD,50,BGD,50,1973,1.172
BGD,50,BGD,50,1974,1.176
BGD,50,BGD,50,1975,1.18
BGD,50,BGD,50,1976,1.338
BGD,50,BGD,50,1977,1.496
BGD,50,BGD,50,1978,1.654
BGD,50,BGD,50,1979,1.812
BGD,50,BGD,50,1980,1.97
BGD,50,BGD,50,1981,2.056
BGD,50,BGD,50,1982,2.142
BGD,50,BGD,50,1983,2.228
BGD,50,BGD,50,1984,2.314
BGD,50,BGD,50,1985,2.4
BGD,50,BGD,50,1986,2.488
BGD,50,BGD,50,1987,2.576
BGD,50,BGD,50,1988,2.664
BGD,50,BGD,50,1989,2.752
BGR,100,BGR,100,1950,3.12
BGR,100,BGR,100,1951,3.18
BGR,100,BGR,100,1952,3.24
BGR,100,BGR,100,1953,3.3
BGR,100,BGR,100,1954,3.36
BGR,100,BGR,100,1955,3.42
BGR,100,BGR,100,1956,3.582
BGR,100,BGR,100,1957,3.744
BGR,100,BGR,100,1958,3.906
BGR,100,BGR,100,1959,4.068
BGR,100,BGR,100,1960,4.23
BGR,100,BGR,100,1961,4.244
BGR,100,BGR,100,1962,4.258
BGR,100,BGR,100,1963,4.272
BGR,100,BGR,100,1964,4.286
BGR,100,BGR,100,1965,4.3
BGR,100,BGR,100,1966,4.54
BGR,100,BGR,100,1967,4.78
BGR,100,BGR,100,1968,5.02
BGR,100,BGR,100,1969,5.26
BGR,100,BGR,100,1970,5.5
BGR,100,BGR,100,1971,5.632
BGR,100,BGR,100,1972,5.764
BGR,100,BGR,100,1973,5.896
BGR,100,BGR,100,1974,6.028
BGR,100,BGR,100,1975,6.16
BGR,100,BGR,100,1976,6.37
BGR,100,BGR,100,1977,6.58
BGR,100,BGR,100,1978,6.79
BGR,100,BGR,100,1979,7
BGR,100,BGR,100,1980,7.21
BGR,100,BGR,100,1981,7.402
BGR,100,BGR,100,1982,7.594
BGR,100,BGR,100,1983,7.786
BGR,100,BGR,100,1984,7.978
BGR,100,BGR,100,1985,8.17
BGR,100,BGR,100,1986,8.224
BGR,100,BGR,100,1987,8.278
BGR,100,BGR,100,1988,8.332
BGR,100,BGR,100,1989,8.386
BHR,48,BHR,48,1950,0.91
BHR,48,BHR,48,1951,0.928
BHR,48,BHR,48,1952,0.946
BHR,48,BHR,48,1953,0.964
BHR,48,BHR,48,1954,0.982
BHR,48,BHR,48,1955,1
BHR,48,BHR,48,1956,1.02
BHR,48,BHR,48,1957,1.04
BHR,48,BHR,48,1958,1.06
BHR,48,BHR,48,1959,1.08
BHR,48,BHR,48,1960,1.1
BHR,48,BHR,48,1961,1.142
BHR,48,BHR,48,1962,1.184
BHR,48,BHR,48,1963,1.226
BHR,48,BHR,48,1964,1.268
BHR,48,BHR,48,1965,1.31
BHR,48,BHR,48,1966,1.424
BHR,48,BHR,48,1967,1.538
BHR,48,BHR,48,1968,1.652
BHR,48,BHR,48,1969,1.766
BHR,48,BHR,48,1970,1.88
BHR,48,BHR,48,1971,2.046
BHR,48,BHR,48,1972,2.212
BHR,48,BHR,48,1973,2.378
BHR,48,BHR,48,1974,2.544
BHR,48,BHR,48,1975,2.71
BHR,48,BHR,48,1976,2.992
BHR,48,BHR,48,1977,3.274
BHR,48,BHR,48,1978,3.556
BHR,48,BHR,48,1979,3.838
BHR,48,BHR,48,1980,4.12
BHR,48,BHR,48,1981,4.346
BHR,48,BHR,48,1982,4.572
BHR,48,BHR,48,1983,4.798
BHR,48,BHR,48,1984,5.024
BHR,48,BHR,48,1985,5.25
BHR,48,BHR,48,1986,5.42
BHR,48,BHR,48,1987,5.59
BHR,48,BHR,48,1988,5.76
BHR,48,BHR,48,1989,5.93
BLZ,84,BLZ,84,1950,6.71
BLZ,84,BLZ,84,1951,6.76
BLZ,84,BLZ,84,1952,6.81
BLZ,84,BLZ,84,1953,6.86
BLZ,84,BLZ,84,1954,6.91
BLZ,84,BLZ,84,1955,6.96
BLZ,84,BLZ,84,1956,6.982
BLZ,84,BLZ,84,1957,7.004
BLZ,84,BLZ,84,1958,7.026
BLZ,84,BLZ,84,1959,7.048
BLZ,84,BLZ,84,1960,7.07
BLZ,84,BLZ,84,1961,7.144
BLZ,84,BLZ,84,1962,7.218
BLZ,84,BLZ,84,1963,7.292
BLZ,84,BLZ,84,1964,7.366
BLZ,84,BLZ,84,1965,7.44
BLZ,84,BLZ,84,1966,7.396
BLZ,84,BLZ,84,1967,7.352
BLZ,84,BLZ,84,1968,7.308
BLZ,84,BLZ,84,1969,7.264
BLZ,84,BLZ,84,1970,7.22
BLZ,84,BLZ,84,1971,7.27
BLZ,84,BLZ,84,1972,7.32
BLZ,84,BLZ,84,1973,7.37
BLZ,84,BLZ,84,1974,7.42
BLZ,84,BLZ,84,1975,7.47
BLZ,84,BLZ,84,1976,7.392
BLZ,84,BLZ,84,1977,7.314
BLZ,84,BLZ,84,1978,7.236
BLZ,84,BLZ,84,1979,7.158
BLZ,84,BLZ,84,1980,7.08
BLZ,84,BLZ,84,1981,7.134
BLZ,84,BLZ,84,1982,7.188
BLZ,84,BLZ,84,1983,7.242
BLZ,84,BLZ,84,1984,7.296
BLZ,84,BLZ,84,1985,7.35
BLZ,84,BLZ,84,1986,7.524
BLZ,84,BLZ,84,1987,7.698
BLZ,84,BLZ,84,1988,7.872
BLZ,84,BLZ,84,1989,8.046
BOL,68,BOL,68,1950,1.8
BOL,68,BOL,68,1951,1.856
BOL,68,BOL,68,1952,1.912
BOL,68,BOL,68,1953,1.968
BOL,68,BOL,68,1954,2.024
BOL,68,BOL,68,1955,2.08
BOL,68,BOL,68,1956,2.168
BOL,68,BOL,68,1957,2.256
BOL,68,BOL,68,1958,2.344
BOL,68,BOL,68,1959,2.432
BOL,68,BOL,68,1960,2.52
BOL,68,BOL,68,1961,2.572
BOL,68,BOL,68,1962,2.624
BOL,68,BOL,68,1963,2.676
BOL,68,BOL,68,1964,2.728
BOL,68,BOL,68,1965,2.78
BOL,68,BOL,68,1966,2.878
BOL,68,BOL,68,1967,2.976
BOL,68,BOL,68,1968,3.074
BOL,68,BOL,68,1969,3.172
BOL,68,BOL,68,1970,3.27
BOL,68,BOL,68,1971,3.346
BOL,68,BOL,68,1972,3.422
BOL,68,BOL,68,1973,3.498
BOL,68,BOL,68,1974,3.574
BOL,68,BOL,68,1975,3.65
BOL,68,BOL,68,1976,3.814
BOL,68,BOL,68,1977,3.978
BOL,68,BOL,68,1978,4.142
BOL,68,BOL,68,1979,4.306
BOL,68,BOL,68,1980,4.47
BOL,68,BOL,68,1981,4.648
BOL,68,BOL,68,1982,4.826
BOL,68,BOL,68,1983,5.004
BOL,68,BOL,68,1984,5.182
BOL,68,BOL,68,1985,5.36
BOL,68,BOL,68,1986,5.57
BOL,68,BOL,68,1987,5.78
BOL,68,BOL,68,1988,5.99
BOL,68,BOL,68,1989,6.2
BRA,76,BRA,76,1950,1.96
BRA,76,BRA,76,1951,2.004
BRA,76,BRA,76,1952,2.048
BRA,76,BRA,76,1953,2.092
BRA,76,BRA,76,1954,2.136
BRA,76,BRA,76,1955,2.18
BRA,76,BRA,76,1956,2.242
BRA,76,BRA,76,1957,2.304
BRA,76,BRA,76,1958,2.366
BRA,76,BRA,76,1959,2.428
BRA,76,BRA,76,1960,2.49
BRA,76,BRA,76,1961,2.546
BRA,76,BRA,76,1962,2.602
BRA,76,BRA,76,1963,2.658
BRA,76,BRA,76,1964,2.714
BRA,76,BRA,76,1965,2.77
BRA,76,BRA,76,1966,2.834
BRA,76,BRA,76,1967,2.898
BRA,76,BRA,76,1968,2.962
BRA,76,BRA,76,1969,3.026
BRA,76,BRA,76,1970,3.09
BRA,76,BRA,76,1971,3.036
BRA,76,BRA,76,1972,2.982
BRA,76,BRA,76,1973,2.928
BRA,76,BRA,76,1974,2.874
BRA,76,BRA,76,1975,2.82
BRA,76,BRA,76,1976,2.842
BRA,76,BRA,76,1977,2.864
BRA,76,BRA,76,1978,2.886
BRA,76,BRA,76,1979,2.908
BRA,76,BRA,76,1980,2.93
BRA,76,BRA,76,1981,3.062
BRA,76,BRA,76,1982,3.194
BRA,76,BRA,76,1983,3.326
BRA,76,BRA,76,1984,3.458
BRA,76,BRA,76,1985,3.59
BRA,76,BRA,76,1986,3.68
BRA,76,BRA,76,1987,3.77
BRA,76,BRA,76,1988,3.86
BRA,76,BRA,76,1989,3.95
BRB,52,BRB,52,1950,4.54
BRB,52,BRB,52,1951,4.578
BRB,52,BRB,52,1952,4.616
BRB,52,BRB,52,1953,4.654
BRB,52,BRB,52,1954,4.692
BRB,52,BRB,52,1955,4.73
BRB,52,BRB,52,1956,4.77
BRB,52,BRB,52,1957,4.81
BRB,52,BRB,52,1958,4.85
BRB,52,BRB,52,1959,4.89
BRB,52,BRB,52,1960,4.93
BRB,52,BRB,52,1961,5.174
BRB,52,BRB,52,1962,5.418
BRB,52,BRB,52,1963,5.662
BRB,52,BRB,52,1964,5.906
BRB,52,BRB,52,1965,6.15
BRB,52,BRB,52,1966,6.486
BRB,52,BRB,52,1967,6.822
BRB,52,BRB,52,1968,7.158
BRB,52,BRB,52,1969,7.494
BRB,52,BRB,52,1970,7.83
BRB,52,BRB,52,1971,7.686
BRB,52,BRB,52,1972,7.542
BRB,52,BRB,52,1973,7.398
BRB,52,BRB,52,1974,7.254
BRB,52,BRB,52,1975,7.11
BRB,52,BRB,52,1976,6.946
BRB,52,BRB,52,1977,6.782
BRB,52,BRB,52,1978,6.618
BRB,52,BRB,52,1979,6.454
BRB,52,BRB,52,1980,6.29
BRB,52,BRB,52,1981,6.502
BRB,52,BRB,52,1982,6.714
BRB,52,BRB,52,1983,6.926
BRB,52,BRB,52,1984,7.138
BRB,52,BRB,52,1985,7.35
BRB,52,BRB,52,1986,7.496
BRB,52,BRB,52,1987,7.642
BRB,52,BRB,52,1988,7.788
BRB,52,BRB,52,1989,7.934
BRN,96,BRN,96,1950,1.72
BRN,96,BRN,96,1951,1.774
BRN,96,BRN,96,1952,1.828
BRN,96,BRN,96,1953,1.882
BRN,96,BRN,96,1954,1.936
BRN,96,BRN,96,1955,1.99
BRN,96,BRN,96,1956,2.05
BRN,96,BRN,96,1957,2.11
BRN,96,BRN,96,1958,2.17
BRN,96,BRN,96,1959,2.23
BRN,96,BRN,96,1960,2.29
BRN,96,BRN,96,1961,2.36
BRN,96,BRN,96,1962,2.43
BRN,96,BRN,96,1963,2.5
BRN,96,BRN,96,1964,2.57
BRN,96,BRN,96,1965,2.64
BRN,96,BRN,96,1966,2.804
BRN,96,BRN,96,1967,2.968
BRN,96,BRN,96,1968,3.132
BRN,96,BRN,96,1969,3.296
BRN,96,BRN,96,1970,3.46
BRN,96,BRN,96,1971,3.624
BRN,96,BRN,96,1972,3.788
BRN,96,BRN,96,1973,3.952
BRN,96,BRN,96,1974,4.116
BRN,96,BRN,96,1975,4.28
BRN,96,BRN,96,1976,4.644
BRN,96,BRN,96,1977,5.008
BRN,96,BRN,96,1978,5.372
BRN,96,BRN,96,1979,5.736
BRN,96,BRN,96,1980,6.1
BRN,96,BRN,96,1981,6.206
BRN,96,BRN,96,1982,6.312
BRN,96,BRN,96,1983,6.418
BRN,96,BRN,96,1984,6.524
BRN,96,BRN,96,1985,6.63
BRN,96,BRN,96,1986,6.806
BRN,96,BRN,96,1987,6.982
BRN,96,BRN,96,1988,7.158
BRN,96,BRN,96,1989,7.334
BWA,72,BWA,72,1950,1.28
BWA,72,BWA,72,1951,1.282
BWA,72,BWA,72,1952,1.284
BWA,72,BWA,72,1953,1.286
BWA,72,BWA,72,1954,1.288
BWA,72,BWA,72,1955,1.29
BWA,72,BWA,72,1956,1.292
BWA,72,BWA,72,1957,1.294
BWA,72,BWA,72,1958,1.296
BWA,72,BWA,72,1959,1.298
BWA,72,BWA,72,1960,1.3
