src_abb,src_num,tgt_abb,tgt_num,year,birth_rateper1000
ABW,533,ABW,533,1960,35.679
AFG,4,AFG,4,1960,51.279
AGO,24,AGO,24,1960,49.08
ALB,8,ALB,8,1960,40.924
ARE,784,ARE,784,1960,47.266
ARG,32,ARG,32,1960,23.775
ARM,51,ARM,51,1960,38.509
ATG,28,ATG,28,1960,32.829
AUS,36,AUS,36,1960,22.4
AUT,40,AUT,40,1960,17.9
AZE,31,AZE,31,1960,45.931
BDI,108,BDI,108,1960,48.51
BEL,56,BEL,56,1960,16.8
BEN,204,BEN,204,1960,44.304
BFA,854,BFA,854,1960,47.24
BGD,50,BGD,50,1960,48.34
BGR,100,BGR,100,1960,17.8
BHR,48,BHR,48,1960,45.934
BHS,44,BHS,44,1960,34.38
BIH,70,BIH,70,1960,31.504
BLR,112,BLR,112,1960,23.455
BLZ,84,BLZ,84,1960,44.967
BOL,68,BOL,68,1960,43.812
BRA,76,BRA,76,1960,42.28
BRB,52,BRB,52,1960,30.56
BRN,96,BRN,96,1960,45.211
BTN,64,BTN,64,1960,49.525
BWA,72,BWA,72,1960,47.281
CAF,140,CAF,140,1960,43.148
CAN,124,CAN,124,1960,26.7
CHE,756,CHE,756,1960,17.7
CHL,152,CHL,152,1960,35.556
CHN,156,CHN,156,1960,20.86
CIV,384,CIV,384,1960,54.472
CMR,120,CMR,120,1960,42.549
COD,180,COD,180,1960,46.651
COG,178,COG,178,1960,42.702
COL,170,COL,170,1960,46.11
COM,174,COM,174,1960,47.707
CPV,132,CPV,132,1960,47.987
CRI,188,CRI,188,1960,45.901
CUB,192,CUB,192,1960,32.046
CYP,196,CYP,196,1960,25.558
CZE,203,CZE,203,1960,13.4
DEU,276,DEU,276,1960,17.3
DJI,262,DJI,262,1960,43.595
DNK,208,DNK,208,1960,16.6
DOM,214,DOM,214,1960,51.887
DZA,12,DZA,12,1960,49.656
ECU,218,ECU,218,1960,44.277
EGY,818,EGY,818,1960,46.919
ERI,232,ERI,232,1960,48.763
ESP,724,ESP,724,1960,21.7
EST,233,EST,233,1960,16.7
ETH,231,ETH,231,1960,47.821
FIN,246,FIN,246,1960,18.5
FJI,242,FJI,242,1960,45.395
FRA,250,FRA,250,1960,18.7
FSM,583,FSM,583,1960,43.605
GAB,266,GAB,266,1960,32.464
GBR,826,GBR,826,1960,17.5
GEO,268,GEO,268,1960,25.078
GHA,288,GHA,288,1960,47.321
GIN,324,GIN,324,1960,46.034
GMB,270,GMB,270,1960,48.847
GNB,624,GNB,624,1960,42.388
GNQ,226,GNQ,226,1960,40.874
GRC,300,GRC,300,1960,18.9
GRD,308,GRD,308,1960,44.803
GTM,320,GTM,320,1960,48.399
GUM,316,GUM,316,1960,37.601
GUY,328,GUY,328,1960,43.02
HKG,344,HKG,344,1960,35.245
HND,340,HND,340,1960,49.949
HRV,191,HRV,191,1960,18.4
HTI,332,HTI,332,1960,44.233
HUN,348,HUN,348,1960,14.7
IDN,360,IDN,360,1960,44.549
IND,356,IND,356,1960,41.995
IRL,372,IRL,372,1960,21.5
IRN,364,IRN,364,1960,47.77
IRQ,368,IRQ,368,1960,42.164
ISL,352,ISL,352,1960,28
ISR,376,ISR,376,1960,26.9
ITA,380,ITA,380,1960,18.1
JAM,388,JAM,388,1960,40.594
JOR,400,JOR,400,1960,51.645
JPN,392,JPN,392,1960,17.3
KAZ,398,KAZ,398,1960,35.507
KEN,404,KEN,404,1960,51.156
KGZ,417,KGZ,417,1960,40.682
KHM,116,KHM,116,1960,46.626
KIR,296,KIR,296,1960,47.472
KOR,410,KOR,410,1960,42.277
KWT,414,KWT,414,1960,42.227
LAO,418,LAO,418,1960,43.308
LBN,422,LBN,422,1960,38.374
LBR,430,LBR,430,1960,48.761
LBY,434,LBY,434,1960,50.392
LCA,662,LCA,662,1960,48.988
LKA,144,LKA,144,1960,37.098
LSO,426,LSO,426,1960,43.113
LTU,440,LTU,440,1960,22.5
LUX,442,LUX,442,1960,16
LVA,428,LVA,428,1960,16.7
MAC,446,MAC,446,1960,30.46
MAR,504,MAR,504,1960,50.979
MDA,498,MDA,498,1960,27.698
MDG,450,MDG,450,1960,48.704
MDV,462,MDV,462,1960,54.707
MEX,484,MEX,484,1960,45.179
MKD,807,MKD,807,1960,29.665
MLI,466,MLI,466,1960,50.189
MLT,470,MLT,470,1960,26.2
MMR,104,MMR,104,1960,43.583
MNG,496,MNG,496,1960,45.987
MOZ,508,MOZ,508,1960,46.143
MRT,478,MRT,478,1960,49.341
MUS,480,MUS,480,1960,44.208
MWI,454,MWI,454,1960,51.405
MYS,458,MYS,458,1960,42.691
NAM,516,NAM,516,1960,42.17
NCL,540,NCL,540,1960,34
NER,562,NER,562,1960,58.122
NGA,566,NGA,566,1960,46.335
NIC,558,NIC,558,1960,51.819
NLD,528,NLD,528,1960,20.8
NOR,578,NOR,578,1960,17.3
NPL,524,NPL,524,1960,44.818
NZL,554,NZL,554,1960,26.5
OMN,512,OMN,512,1960,49.347
PAK,586,PAK,586,1960,44.111
PAN,591,PAN,591,1960,41.429
PER,604,PER,604,1960,46.923
PHL,608,PHL,608,1960,44.302
PNG,598,PNG,598,1960,42.434
POL,616,POL,616,1960,22.6
PRI,630,PRI,630,1960,32.4
PRK,408,PRK,408,1960,37.139
PRT,620,PRT,620,1960,24.1
PRY,600,PRY,600,1960,41.958
PSE,275,PSE,275,1960,
PYF,258,PYF,258,1960,41.275
QAT,634,QAT,634,1960,42.381
ROU,642,ROU,642,1960,19.1
RUS,643,RUS,643,1960,23.788
RWA,646,RWA,646,1960,51.999
SAU,682,SAU,682,1960,47.577
SEN,686,SEN,686,1960,50.326
SGP,702,SGP,702,1960,37.5
SLB,90,SLB,90,1960,40.776
SLE,694,SLE,694,1960,46.929
SLV,222,SLV,222,1960,47.301
SOM,706,SOM,706,1960,47.63
STP,678,STP,678,1960,47.671
SUR,740,SUR,740,1960,45.082
SVK,703,SVK,703,1960,21.7
SVN,705,SVN,705,1960,17.6
SWE,752,SWE,752,1960,13.7
SWZ,748,SWZ,748,1960,47.524
SYC,690,SYC,690,1960,
SYR,760,SYR,760,1960,48.441
TCD,148,TCD,148,1960,45.764
TGO,768,TGO,768,1960,47.479
THA,764,THA,764,1960,42.735
TJK,762,TJK,762,1960,48.647
TKM,795,TKM,795,1960,45.71
TLS,626,TLS,626,1960,46.066
TON,776,TON,776,1960,47.187
TTO,780,TTO,780,1960,37.354
TUN,788,TUN,788,1960,45.486
TUR,792,TUR,792,1960,45.393
TZA,834,TZA,834,1960,49.041
UGA,800,UGA,800,1960,49.055
UKR,804,UKR,804,1960,21.008
URY,858,URY,858,1960,22.075
USA,840,USA,840,1960,23.7
UZB,860,UZB,860,1960,44.07
VCT,670,VCT,670,1960,47.837
VEN,862,VEN,862,1960,44.625
VIR,850,VIR,850,1960,35
VNM,704,VNM,704,1960,42.165
VUT,548,VUT,548,1960,48.771
WSM,882,WSM,882,1960,48.138
YEM,887,YEM,887,1960,53.504
ZAF,710,ZAF,710,1960,41.075
ZMB,894,ZMB,894,1960,49.672
ZWE,716,ZWE,716,1960,47.996
ABW,533,ABW,533,1961,34.529
AFG,4,AFG,4,1961,51.373
AGO,24,AGO,24,1961,48.779
ALB,8,ALB,8,1961,40.368
ARE,784,ARE,784,1961,46.705
ARG,32,ARG,32,1961,23.569
ARM,51,ARM,51,1961,37.217
ATG,28,ATG,28,1961,32.5
AUS,36,AUS,36,1961,22.9
AUT,40,AUT,40,1961,18.6
AZE,31,AZE,31,1961,45.741
BDI,108,BDI,108,1961,48.446
BEL,56,BEL,56,1961,17.3
BEN,204,BEN,204,1961,44.733
BFA,854,BFA,854,1961,47.215
BGD,50,BGD,50,1961,48.403
BGR,100,BGR,100,1961,17.4
BHR,48,BHR,48,1961,45.855
BHS,44,BHS,44,1961,34.029
BIH,70,BIH,70,1961,30.907
BLR,112,BLR,112,1961,22.788
BLZ,84,BLZ,84,1961,44.382
BOL,68,BOL,68,1961,43.717
BRA,76,BRA,76,1961,41.932
BRB,52,BRB,52,1961,29.968
BRN,96,BRN,96,1961,44.188
BTN,64,BTN,64,1961,49.534
BWA,72,BWA,72,1961,47.059
CAF,140,CAF,140,1961,43.185
CAN,124,CAN,124,1961,26
CHE,756,CHE,756,1961,18.3
CHL,152,CHL,152,1961,35.108
CHN,156,CHN,156,1961,18.02
CIV,384,CIV,384,1961,54.017
CMR,120,CMR,120,1961,42.816
COD,180,COD,180,1961,46.732
COG,178,COG,178,1961,42.859
COL,170,COL,170,1961,45.751
COM,174,COM,174,1961,47.595
CPV,132,CPV,132,1961,47.618
CRI,188,CRI,188,1961,45.305
CUB,192,CUB,192,1961,33.287
CYP,196,CYP,196,1961,25.222
CZE,203,CZE,203,1961,13.7
DEU,276,DEU,276,1961,17.9
DJI,262,DJI,262,1961,43.872
DNK,208,DNK,208,1961,16.6
DOM,214,DOM,214,1961,51.047
DZA,12,DZA,12,1961,49.576
ECU,218,ECU,218,1961,44.052
EGY,818,EGY,818,1961,46.287
ERI,232,ERI,232,1961,48.653
ESP,724,ESP,724,1961,21.2
EST,233,EST,233,1961,16.5
ETH,231,ETH,231,1961,47.837
FIN,246,FIN,246,1961,18.4
FJI,242,FJI,242,1961,44.257
FRA,250,FRA,250,1961,18.7
FSM,583,FSM,583,1961,43.255
GAB,266,GAB,266,1961,33.024
GBR,826,GBR,826,1961,17.9
GEO,268,GEO,268,1961,24.858
GHA,288,GHA,288,1961,47.521
GIN,324,GIN,324,1961,45.853
GMB,270,GMB,270,1961,48.652
GNB,624,GNB,624,1961,42.18
GNQ,226,GNQ,226,1961,40.745
GRC,300,GRC,300,1961,17.9
GRD,308,GRD,308,1961,43.418
GTM,320,GTM,320,1961,47.843
GUM,316,GUM,316,1961,37.994
GUY,328,GUY,328,1961,42.124
HKG,344,HKG,344,1961,35
HND,340,HND,340,1961,49.63
HRV,191,HRV,191,1961,17.8
HTI,332,HTI,332,1961,43.995
HUN,348,HUN,348,1961,14
IDN,360,IDN,360,1961,44.261
IND,356,IND,356,1961,41.749
IRL,372,IRL,372,1961,21.2
IRN,364,IRN,364,1961,47.226
IRQ,368,IRQ,368,1961,42.542
ISL,352,ISL,352,1961,25.5
ISR,376,ISR,376,1961,25.1
ITA,380,ITA,380,1961,18.4
JAM,388,JAM,388,1961,40.787
JOR,400,JOR,400,1961,52.368
JPN,392,JPN,392,1961,17
KAZ,398,KAZ,398,1961,34.87
KEN,404,KEN,404,1961,51.068
KGZ,417,KGZ,417,1961,40.315
KHM,116,KHM,116,1961,46.353
KIR,296,KIR,296,1961,46.806
KOR,410,KOR,410,1961,41.013
KWT,414,KWT,414,1961,42.9
LAO,418,LAO,418,1961,43.152
LBN,422,LBN,422,1961,37.938
LBR,430,LBR,430,1961,48.811
LBY,434,LBY,434,1961,50.321
LCA,662,LCA,662,1961,47.986
LKA,144,LKA,144,1961,36.438
LSO,426,LSO,426,1961,43.132
LTU,440,LTU,440,1961,22.2
LUX,442,LUX,442,1961,16.1
LVA,428,LVA,428,1961,16.7
MAC,446,MAC,446,1961,28.435
MAR,504,MAR,504,1961,50.537
MDA,498,MDA,498,1961,26.864
MDG,450,MDG,450,1961,48.594
MDV,462,MDV,462,1961,54.933
MEX,484,MEX,484,1961,44.919
MKD,807,MKD,807,1961,29.113
MLI,466,MLI,466,1961,50.132
MLT,470,MLT,470,1961,23.6
MMR,104,MMR,104,1961,43.217
MNG,496,MNG,496,1961,46.783
MOZ,508,MOZ,508,1961,46.319
MRT,478,MRT,478,1961,49.071
MUS,480,MUS,480,1961,39.7
MWI,454,MWI,454,1961,51.575
MYS,458,MYS,458,1961,42.317
NAM,516,NAM,516,1961,42.057
NCL,540,NCL,540,1961,33.2
NER,562,NER,562,1961,58.194
NGA,566,NGA,566,1961,46.287
NIC,558,NIC,558,1961,50.87
NLD,528,NLD,528,1961,21.3
NOR,578,NOR,578,1961,17.3
NPL,524,NPL,524,1961,44.463
NZL,554,NZL,554,1961,27.1
OMN,512,OMN,512,1961,49.272
PAK,586,PAK,586,1961,44.185
PAN,591,PAN,591,1961,41.241
PER,604,PER,604,1961,46.643
PHL,608,PHL,608,1961,43.77
PNG,598,PNG,598,1961,42.311
POL,616,POL,616,1961,20.9
PRI,630,PRI,630,1961,31.4
PRK,408,PRK,408,1961,35.904
PRT,620,PRT,620,1961,24.4
PRY,600,PRY,600,1961,41.678
PSE,275,PSE,275,1961,
PYF,258,PYF,258,1961,40.343
QAT,634,QAT,634,1961,41.741
ROU,642,ROU,642,1961,17.5
RUS,643,RUS,643,1961,22.734
RWA,646,RWA,646,1961,51.382
SAU,682,SAU,682,1961,47.576
SEN,686,SEN,686,1961,50.292
SGP,702,SGP,702,1961,35.2
SLB,90,SLB,90,1961,40.854
SLE,694,SLE,694,1961,47.138
SLV,222,SLV,222,1961,47.093
SOM,706,SOM,706,1961,47.52
STP,678,STP,678,1961,47.44
SUR,740,SUR,740,1961,44.807
SVK,703,SVK,703,1961,20.8
SVN,705,SVN,705,1961,18.2
SWE,752,SWE,752,1961,13.9
SWZ,748,SWZ,748,1961,47.607
SYC,690,SYC,690,1961,
SYR,760,SYR,760,1961,48.087
TCD,148,TCD,148,1961,45.669
TGO,768,TGO,768,1961,47.568
THA,764,THA,764,1961,42.617
TJK,762,TJK,762,1961,48.473
TKM,795,TKM,795,1961,45.552
TLS,626,TLS,626,1961,46.059
TON,776,TON,776,1961,46.732
TTO,780,TTO,780,1961,36.754
TUN,788,TUN,788,1961,45.418
TUR,792,TUR,792,1961,44.721
TZA,834,TZA,834,1961,49.01
UGA,800,UGA,800,1961,48.939
UKR,804,UKR,804,1961,19.805
URY,858,URY,858,1961,22.007
USA,840,USA,840,1961,23.3
UZB,860,UZB,860,1961,43.941
VCT,670,VCT,670,1961,47.254
VEN,862,VEN,862,1961,44.08
VIR,850,VIR,850,1961,34.62
VNM,704,VNM,704,1961,41.661
VUT,548,VUT,548,1961,48.277
WSM,882,WSM,882,1961,47.774
YEM,887,YEM,887,1961,53.786
ZAF,710,ZAF,710,1961,40.882
ZMB,894,ZMB,894,1961,49.806
ZWE,716,ZWE,716,1961,47.988
ABW,533,ABW,533,1962,33.32
AFG,4,AFG,4,1962,51.457
AGO,24,AGO,24,1962,48.547
ALB,8,ALB,8,1962,39.627
ARE,784,ARE,784,1962,46.093
ARG,32,ARG,32,1962,23.372
ARM,51,ARM,51,1962,35.561
ATG,28,ATG,28,1962,32.141
AUS,36,AUS,36,1962,22.1
AUT,40,AUT,40,1962,18.7
AZE,31,AZE,31,1962,45.15
BDI,108,BDI,108,1962,48.391
BEL,56,BEL,56,1962,16.8
BEN,204,BEN,204,1962,45.13
BFA,854,BFA,854,1962,47.21
BGD,50,BGD,50,1962,48.426
BGR,100,BGR,100,1962,16.7
BHR,48,BHR,48,1962,45.645
BHS,44,BHS,44,1962,33.377
BIH,70,BIH,70,1962,30.233
BLR,112,BLR,112,1962,21.975
BLZ,84,BLZ,84,1962,43.862
BOL,68,BOL,68,1962,43.608
BRA,76,BRA,76,1962,41.481
BRB,52,BRB,52,1962,29.25
BRN,96,BRN,96,1962,43.065
BTN,64,BTN,64,1962,49.537
BWA,72,BWA,72,1962,46.824
CAF,140,CAF,140,1962,43.194
CAN,124,CAN,124,1962,25.2
CHE,756,CHE,756,1962,18.7
CHL,152,CHL,152,1962,34.588
CHN,156,CHN,156,1962,37.01
CIV,384,CIV,384,1962,53.558
CMR,120,CMR,120,1962,43.095
COD,180,COD,180,1962,46.802
COG,178,COG,178,1962,43.022
COL,170,COL,170,1962,45.25
COM,174,COM,174,1962,47.418
CPV,132,CPV,132,1962,47.142
CRI,188,CRI,188,1962,44.437
CUB,192,CUB,192,1962,34.242
CYP,196,CYP,196,1962,24.746
CZE,203,CZE,203,1962,13.9
DEU,276,DEU,276,1962,17.8
DJI,262,DJI,262,1962,44.125
DNK,208,DNK,208,1962,16.7
DOM,214,DOM,214,1962,50.121
DZA,12,DZA,12,1962,49.43
ECU,218,ECU,218,1962,43.822
EGY,818,EGY,818,1962,45.691
ERI,232,ERI,232,1962,48.504
ESP,724,ESP,724,1962,21.1
EST,233,EST,233,1962,16.1
ETH,231,ETH,231,1962,47.843
FIN,246,FIN,246,1962,18.1
FJI,242,FJI,242,1962,42.979
FRA,250,FRA,250,1962,18.6
FSM,583,FSM,583,1962,42.97
GAB,266,GAB,266,1962,33.605
GBR,826,GBR,826,1962,18.3
GEO,268,GEO,268,1962,24.511
GHA,288,GHA,288,1962,47.659
GIN,324,GIN,324,1962,45.679
GMB,270,GMB,270,1962,48.477
GNB,624,GNB,624,1962,42.026
GNQ,226,GNQ,226,1962,40.663
GRC,300,GRC,300,1962,18
GRD,308,GRD,308,1962,41.581
GTM,320,GTM,320,1962,47.334
GUM,316,GUM,316,1962,38.025
GUY,328,GUY,328,1962,41.204
HKG,344,HKG,344,1962,34
HND,340,HND,340,1962,49.357
HRV,191,HRV,191,1962,17.2
HTI,332,HTI,332,1962,43.696
HUN,348,HUN,348,1962,12.9
IDN,360,IDN,360,1962,43.914
IND,356,IND,356,1962,41.484
IRL,372,IRL,372,1962,21.8
IRN,364,IRN,364,1962,46.659
IRQ,368,IRQ,368,1962,43.167
ISL,352,ISL,352,1962,25.8
ISR,376,ISR,376,1962,24.9
ITA,380,ITA,380,1962,18.4
JAM,388,JAM,388,1962,40.809
JOR,400,JOR,400,1962,52.934
JPN,392,JPN,392,1962,17.1
KAZ,398,KAZ,398,1962,33.947
KEN,404,KEN,404,1962,50.976
KGZ,417,KGZ,417,1962,39.65
KHM,116,KHM,116,1962,46.067
KIR,296,KIR,296,1962,45.918
KOR,410,KOR,410,1962,39.579
KWT,414,KWT,414,1962,43.713
LAO,418,LAO,418,1962,43.03
LBN,422,LBN,422,1962,37.426
LBR,430,LBR,430,1962,48.819
LBY,434,LBY,434,1962,50.349
LCA,662,LCA,662,1962,46.882
LKA,144,LKA,144,1962,35.764
LSO,426,LSO,426,1962,43.174
LTU,440,LTU,440,1962,20.9
LUX,442,LUX,442,1962,16
LVA,428,LVA,428,1962,16.1
MAC,446,MAC,446,1962,26.221
MAR,504,MAR,504,1962,49.97
MDA,498,MDA,498,1962,25.912
MDG,450,MDG,450,1962,48.485
MDV,462,MDV,462,1962,54.94
MEX,484,MEX,484,1962,44.698
MKD,807,MKD,807,1962,28.664
MLI,466,MLI,466,1962,50.103
MLT,470,MLT,470,1962,23.2
MMR,104,MMR,104,1962,42.862
MNG,496,MNG,496,1962,47.307
MOZ,508,MOZ,508,1962,46.499
MRT,478,MRT,478,1962,48.758
MUS,480,MUS,480,1962,38.8
MWI,454,MWI,454,1962,51.736
MYS,458,MYS,458,1962,41.738
NAM,516,NAM,516,1962,41.949
NCL,540,NCL,540,1962,32.4
NER,562,NER,562,1962,58.227
NGA,566,NGA,566,1962,46.214
NIC,558,NIC,558,1962,49.922
NLD,528,NLD,528,1962,20.9
NOR,578,NOR,578,1962,17.1
NPL,524,NPL,524,1962,44.139
NZL,554,NZL,554,1962,26.2
OMN,512,OMN,512,1962,49.183
PAK,586,PAK,586,1962,44.215
PAN,591,PAN,591,1962,41
PER,604,PER,604,1962,46.312
PHL,608,PHL,608,1962,43.239
PNG,598,PNG,598,1962,42.177
POL,616,POL,616,1962,19.8
PRI,630,PRI,630,1962,31.3
PRK,408,PRK,408,1962,34.975
PRT,620,PRT,620,1962,24.5
PRY,600,PRY,600,1962,41.398
PSE,275,PSE,275,1962,
PYF,258,PYF,258,1962,39.448
QAT,634,QAT,634,1962,41.145
ROU,642,ROU,642,1962,16.2
RUS,643,RUS,643,1962,21.543
RWA,646,RWA,646,1962,50.769
SAU,682,SAU,682,1962,47.556
SEN,686,SEN,686,1962,50.268
SGP,702,SGP,702,1962,33.7
SLB,90,SLB,90,1962,40.924
SLE,694,SLE,694,1962,47.333
SLV,222,SLV,222,1962,46.794
SOM,706,SOM,706,1962,47.424
STP,678,STP,678,1962,47.059
SUR,740,SUR,740,1962,44.403
SVK,703,SVK,703,1962,19.8
SVN,705,SVN,705,1962,18.1
SWE,752,SWE,752,1962,14.2
SWZ,748,SWZ,748,1962,47.727
SYC,690,SYC,690,1962,
SYR,760,SYR,760,1962,47.729
TCD,148,TCD,148,1962,45.588
TGO,768,TGO,768,1962,47.663
THA,764,THA,764,1962,42.469
TJK,762,TJK,762,1962,48.074
TKM,795,TKM,795,1962,45.121
TLS,626,TLS,626,1962,45.977
TON,776,TON,776,1962,46.134
TTO,780,TTO,780,1962,35.891
TUN,788,TUN,788,1962,45.3
TUR,792,TUR,792,1962,44.044
TZA,834,TZA,834,1962,48.97
UGA,800,UGA,800,1962,48.845
UKR,804,UKR,804,1962,18.651
URY,858,URY,858,1962,21.867
USA,840,USA,840,1962,22.4
UZB,860,UZB,860,1962,43.563
VCT,670,VCT,670,1962,46.603
VEN,862,VEN,862,1962,43.489
VIR,850,VIR,850,1962,34.24
VNM,704,VNM,704,1962,41.05
VUT,548,VUT,548,1962,47.703
WSM,882,WSM,882,1962,47.323
YEM,887,YEM,887,1962,54.089
ZAF,710,ZAF,710,1962,40.663
ZMB,894,ZMB,894,1962,49.872
ZWE,716,ZWE,716,1962,47.95
ABW,533,ABW,533,1963,32.05
AFG,4,AFG,4,1963,51.53
AGO,24,AGO,24,1963,48.43
ALB,8,ALB,8,1963,38.723
ARE,784,ARE,784,1963,45.426
ARG,32,ARG,32,1963,23.191
ARM,51,ARM,51,1963,33.629
ATG,28,ATG,28,1963,31.752
AUS,36,AUS,36,1963,21.5
AUT,40,AUT,40,1963,18.8
AZE,31,AZE,31,1963,44.147
BDI,108,BDI,108,1963,48.338
BEL,56,BEL,56,1963,17.1
BEN,204,BEN,204,1963,45.489
BFA,854,BFA,854,1963,47.229
BGD,50,BGD,50,1963,48.412
BGR,100,BGR,100,1963,16.4
BHR,48,BHR,48,1963,45.28
BHS,44,BHS,44,1963,32.417
BIH,70,BIH,70,1963,29.458
BLR,112,BLR,112,1963,21.053
BLZ,84,BLZ,84,1963,43.407
BOL,68,BOL,68,1963,43.482
BRA,76,BRA,76,1963,40.914
BRB,52,BRB,52,1963,28.395
BRN,96,BRN,96,1963,41.876
BTN,64,BTN,64,1963,49.542
BWA,72,BWA,72,1963,46.589
CAF,140,CAF,140,1963,43.18
CAN,124,CAN,124,1963,24.6
CHE,756,CHE,756,1963,19.3
CHL,152,CHL,152,1963,33.994
CHN,156,CHN,156,1963,43.37
CIV,384,CIV,384,1963,53.112
CMR,120,CMR,120,1963,43.371
COD,180,COD,180,1963,46.856
COG,178,COG,178,1963,43.185
COL,170,COL,170,1963,44.596
COM,174,COM,174,1963,47.197
CPV,132,CPV,132,1963,46.557
CRI,188,CRI,188,1963,43.311
CUB,192,CUB,192,1963,34.76
CYP,196,CYP,196,1963,24.113
CZE,203,CZE,203,1963,15.4
DEU,276,DEU,276,1963,18.1
DJI,262,DJI,262,1963,44.351
DNK,208,DNK,208,1963,17.6
DOM,214,DOM,214,1963,49.129
DZA,12,DZA,12,1963,49.21
ECU,218,ECU,218,1963,43.583
EGY,818,EGY,818,1963,45.141
ERI,232,ERI,232,1963,48.329
ESP,724,ESP,724,1963,21.4
EST,233,EST,233,1963,15.3
ETH,231,ETH,231,1963,47.828
FIN,246,FIN,246,1963,18.2
FJI,242,FJI,242,1963,41.616
FRA,250,FRA,250,1963,18.5
FSM,583,FSM,583,1963,42.743
GAB,266,GAB,266,1963,34.186
GBR,826,GBR,826,1963,18.5
GEO,268,GEO,268,1963,24.053
GHA,288,GHA,288,1963,47.726
GIN,324,GIN,324,1963,45.523
GMB,270,GMB,270,1963,48.329
GNB,624,GNB,624,1963,41.924
GNQ,226,GNQ,226,1963,40.634
GRC,300,GRC,300,1963,17.5
GRD,308,GRD,308,1963,39.385
GTM,320,GTM,320,1963,46.884
GUM,316,GUM,316,1963,37.659
GUY,328,GUY,328,1963,40.308
HKG,344,HKG,344,1963,33.5
HND,340,HND,340,1963,49.14
HRV,191,HRV,191,1963,16.5
HTI,332,HTI,332,1963,43.326
HUN,348,HUN,348,1963,13.1
IDN,360,IDN,360,1963,43.529
IND,356,IND,356,1963,41.2
IRL,372,IRL,372,1963,22.2
IRN,364,IRN,364,1963,46.076
IRQ,368,IRQ,368,1963,43.936
ISL,352,ISL,352,1963,26
ISR,376,ISR,376,1963,25
ITA,380,ITA,380,1963,18.7
JAM,388,JAM,388,1963,40.658
JOR,400,JOR,400,1963,53.289
JPN,392,JPN,392,1963,17.4
KAZ,398,KAZ,398,1963,32.757
KEN,404,KEN,404,1963,50.887
KGZ,417,KGZ,417,1963,38.729
KHM,116,KHM,116,1963,45.762
KIR,296,KIR,296,1963,44.826
KOR,410,KOR,410,1963,38.065
KWT,414,KWT,414,1963,44.617
LAO,418,LAO,418,1963,42.941
LBN,422,LBN,422,1963,36.838
LBR,430,LBR,430,1963,48.789
LBY,434,LBY,434,1963,50.485
LCA,662,LCA,662,1963,45.746
LKA,144,LKA,144,1963,35.114
LSO,426,LSO,426,1963,43.242
LTU,440,LTU,440,1963,19.7
LUX,442,LUX,442,1963,15.8
LVA,428,LVA,428,1963,15.3
MAC,446,MAC,446,1963,23.892
MAR,504,MAR,504,1963,49.282
MDA,498,MDA,498,1963,24.871
MDG,450,MDG,450,1963,48.383
MDV,462,MDV,462,1963,54.765
MEX,484,MEX,484,1963,44.517
MKD,807,MKD,807,1963,28.304
MLI,466,MLI,466,1963,50.099
MLT,470,MLT,470,1963,20.7
MMR,104,MMR,104,1963,42.514
MNG,496,MNG,496,1963,47.503
MOZ,508,MOZ,508,1963,46.667
MRT,478,MRT,478,1963,48.423
MUS,480,MUS,480,1963,40.4
MWI,454,MWI,454,1963,51.884
MYS,458,MYS,458,1963,40.938
NAM,516,NAM,516,1963,41.854
NCL,540,NCL,540,1963,33.1
NER,562,NER,562,1963,58.214
NGA,566,NGA,566,1963,46.123
NIC,558,NIC,558,1963,49.024
NLD,528,NLD,528,1963,20.9
NOR,578,NOR,578,1963,17.3
NPL,524,NPL,524,1963,43.853
NZL,554,NZL,554,1963,25.5
OMN,512,OMN,512,1963,49.082
PAK,586,PAK,586,1963,44.2
PAN,591,PAN,591,1963,40.703
PER,604,PER,604,1963,45.929
PHL,608,PHL,608,1963,42.708
PNG,598,PNG,598,1963,42.034
POL,616,POL,616,1963,19.2
PRI,630,PRI,630,1963,31
PRK,408,PRK,408,1963,34.581
PRT,620,PRT,620,1963,23.5
PRY,600,PRY,600,1963,41.106
PSE,275,PSE,275,1963,
PYF,258,PYF,258,1963,38.622
QAT,634,QAT,634,1963,40.595
ROU,642,ROU,642,1963,15.7
RUS,643,RUS,643,1963,20.257
RWA,646,RWA,646,1963,50.201
SAU,682,SAU,682,1963,47.511
SEN,686,SEN,686,1963,50.251
SGP,702,SGP,702,1963,33.2
SLB,90,SLB,90,1963,41.006
SLE,694,SLE,694,1963,47.496
SLV,222,SLV,222,1963,46.409
SOM,706,SOM,706,1963,47.339
STP,678,STP,678,1963,46.519
SUR,740,SUR,740,1963,43.844
SVK,703,SVK,703,1963,20.4
SVN,705,SVN,705,1963,18
SWE,752,SWE,752,1963,14.8
SWZ,748,SWZ,748,1963,47.882
SYC,690,SYC,690,1963,
SYR,760,SYR,760,1963,47.374
TCD,148,TCD,148,1963,45.532
TGO,768,TGO,768,1963,47.757
THA,764,THA,764,1963,42.283
TJK,762,TJK,762,1963,47.477
TKM,795,TKM,795,1963,44.433
TLS,626,TLS,626,1963,45.811
TON,776,TON,776,1963,45.388
TTO,780,TTO,780,1963,34.752
TUN,788,TUN,788,1963,45.118
TUR,792,TUR,792,1963,43.376
TZA,834,TZA,834,1963,48.923
UGA,800,UGA,800,1963,48.769
UKR,804,UKR,804,1963,17.612
URY,858,URY,858,1963,21.661
