src_abb,src_num,tgt_abb,tgt_num,year,birth_rateper1000
TKM,795,TKM,795,2001,23.286
TLS,626,TLS,626,2001,39.223
TON,776,TON,776,2001,28.302
TTO,780,TTO,780,2001,14.739
TUN,788,TUN,788,2001,16.934
TUR,792,TUR,792,2001,21.219
TZA,834,TZA,834,2001,41.673
UGA,800,UGA,800,2001,48.318
UKR,804,UKR,804,2001,7.7
URY,858,URY,858,2001,16.095
USA,840,USA,840,2001,14.1
UZB,860,UZB,860,2001,20.54723255
VCT,670,VCT,670,2001,19.44
VEN,862,VEN,862,2001,23.461
VIR,850,VIR,850,2001,13.1
VNM,704,VNM,704,2001,17.031
VUT,548,VUT,548,2001,33.25
WSM,882,WSM,882,2001,30.29
YEM,887,YEM,887,2001,38.754
ZAF,710,ZAF,710,2001,22.715
ZMB,894,ZMB,894,2001,45.143
ZWE,716,ZWE,716,2001,31.963
ABW,533,ABW,533,2002,13.375
AFG,4,AFG,4,2002,46.901
AGO,24,AGO,24,2002,47.911
ALB,8,ALB,8,2002,14.79
ARE,784,ARE,784,2002,15.514
ARG,32,ARG,32,2002,19.175
ARM,51,ARM,51,2002,13.208
ATG,28,ATG,28,2002,19.339
AUS,36,AUS,36,2002,12.8
AUT,40,AUT,40,2002,9.7
AZE,31,AZE,31,2002,13.5
BDI,108,BDI,108,2002,42.809
BEL,56,BEL,56,2002,10.9
BEN,204,BEN,204,2002,41.654
BFA,854,BFA,854,2002,45.778
BGD,50,BGD,50,2002,26.132
BGR,100,BGR,100,2002,8.5
BHR,48,BHR,48,2002,20.591
BHS,44,BHS,44,2002,16.177
BIH,70,BIH,70,2002,9.966
BLR,112,BLR,112,2002,8.9
BLZ,84,BLZ,84,2002,28.62
BOL,68,BOL,68,2002,29.263
BRA,76,BRA,76,2002,18.955
BRB,52,BRB,52,2002,13.624
BRN,96,BRN,96,2002,21.447
BTN,64,BTN,64,2002,25.025
BWA,72,BWA,72,2002,29.05
CAF,140,CAF,140,2002,41.194
CAN,124,CAN,124,2002,10.5
CHE,756,CHE,756,2002,9.9
CHL,152,CHL,152,2002,15.713
CHN,156,CHN,156,2002,12.86
CIV,384,CIV,384,2002,40.419
CMR,120,CMR,120,2002,41.196
COD,180,COD,180,2002,45.892
COG,178,COG,178,2002,38.569
COL,170,COL,170,2002,21.133
COM,174,COM,174,2002,36.972
CPV,132,CPV,132,2002,26.099
CRI,188,CRI,188,2002,18.038
CUB,192,CUB,192,2002,12.409
CYP,196,CYP,196,2002,12.421
CZE,203,CZE,203,2002,9.1
DEU,276,DEU,276,2002,8.7
DJI,262,DJI,262,2002,30.217
DNK,208,DNK,208,2002,11.9
DOM,214,DOM,214,2002,23.959
DZA,12,DZA,12,2002,19.27
ECU,218,ECU,218,2002,24.441
EGY,818,EGY,818,2002,25.258
ERI,232,ERI,232,2002,34.019
ESP,724,ESP,724,2002,10.1
EST,233,EST,233,2002,9.4
ETH,231,ETH,231,2002,42.012
FIN,246,FIN,246,2002,10.7
FJI,242,FJI,242,2002,24.058
FRA,250,FRA,250,2002,12.9
FSM,583,FSM,583,2002,28.502
GAB,266,GAB,266,2002,32.865
GBR,826,GBR,826,2002,11.3
GEO,268,GEO,268,2002,11.815
GHA,288,GHA,288,2002,34.772
GIN,324,GIN,324,2002,43.318
GMB,270,GMB,270,2002,42.101
GNB,624,GNB,624,2002,41.262
GNQ,226,GNQ,226,2002,40.723
GRC,300,GRC,300,2002,9.5
GRD,308,GRD,308,2002,17.77
GTM,320,GTM,320,2002,34.006
GUM,316,GUM,316,2002,20.957
GUY,328,GUY,328,2002,24.47
HKG,344,HKG,344,2002,7.1
HND,340,HND,340,2002,31.981
HRV,191,HRV,191,2002,9
HTI,332,HTI,332,2002,30.891
HUN,348,HUN,348,2002,9.5
IDN,360,IDN,360,2002,21.86
IND,356,IND,356,2002,25.489
IRL,372,IRL,372,2002,15.4
IRN,364,IRN,364,2002,17.278
IRQ,368,IRQ,368,2002,35.104
ISL,352,ISL,352,2002,14.1
ISR,376,ISR,376,2002,21.2
ITA,380,ITA,380,2002,9.4
JAM,388,JAM,388,2002,20.334
JOR,400,JOR,400,2002,31.248
JPN,392,JPN,392,2002,9.3
KAZ,398,KAZ,398,2002,15.29
KEN,404,KEN,404,2002,39.468
KGZ,417,KGZ,417,2002,20.2
KHM,116,KHM,116,2002,26.793
KIR,296,KIR,296,2002,29.947
KOR,410,KOR,410,2002,10.2
KWT,414,KWT,414,2002,21.77
LAO,418,LAO,418,2002,30.314
LBN,422,LBN,422,2002,19.071
LBR,430,LBR,430,2002,41.958
LBY,434,LBY,434,2002,21.246
LCA,662,LCA,662,2002,16.58
LKA,144,LKA,144,2002,18.535
LSO,426,LSO,426,2002,30.935
LTU,440,LTU,440,2002,8.6
LUX,442,LUX,442,2002,12
LVA,428,LVA,428,2002,8.7
MAC,446,MAC,446,2002,7.951
MAR,504,MAR,504,2002,21.727
MDA,498,MDA,498,2002,10.494
MDG,450,MDG,450,2002,39.893
MDV,462,MDV,462,2002,19.823
MEX,484,MEX,484,2002,23.009
MKD,807,MKD,807,2002,12.406
MLI,466,MLI,466,2002,48.767
MLT,470,MLT,470,2002,9.9
MMR,104,MMR,104,2002,24.089
MNG,496,MNG,496,2002,18.969
MOZ,508,MOZ,508,2002,44.375
MRT,478,MRT,478,2002,37.824
MUS,480,MUS,480,2002,16.6
MWI,454,MWI,454,2002,43.446
MYS,458,MYS,458,2002,20.066
NAM,516,NAM,516,2002,29.71
NCL,540,NCL,540,2002,18.9
NER,562,NER,562,2002,52.915
NGA,566,NGA,566,2002,42.989
NIC,558,NIC,558,2002,26.04
NLD,528,NLD,528,2002,12.5
NOR,578,NOR,578,2002,12.2
NPL,524,NPL,524,2002,29.236
NZL,554,NZL,554,2002,13.67
OMN,512,OMN,512,2002,22.747
PAK,586,PAK,586,2002,33.376
PAN,591,PAN,591,2002,22.832
PER,604,PER,604,2002,22.65
PHL,608,PHL,608,2002,28.89
PNG,598,PNG,598,2002,33.31
POL,616,POL,616,2002,9.3
PRI,630,PRI,630,2002,13.7
PRK,408,PRK,408,2002,17.011
PRT,620,PRT,620,2002,11
PRY,600,PRY,600,2002,25.534
PSE,275,PSE,275,2002,39.6
PYF,258,PYF,258,2002,19.342
QAT,634,QAT,634,2002,18.11
ROU,642,ROU,642,2002,9.7
RUS,643,RUS,643,2002,9.8
RWA,646,RWA,646,2002,38.406
SAU,682,SAU,682,2002,25.398
SEN,686,SEN,686,2002,38.834
SGP,702,SGP,702,2002,11.4
SLB,90,SLB,90,2002,35.079
SLE,694,SLE,694,2002,43.402
SLV,222,SLV,222,2002,23.21
SOM,706,SOM,706,2002,47.955
STP,678,STP,678,2002,39.545
SUR,740,SUR,740,2002,23.091
SVK,703,SVK,703,2002,9.5
SVN,705,SVN,705,2002,8.8
SWE,752,SWE,752,2002,10.7
SWZ,748,SWZ,748,2002,31.998
SYC,690,SYC,690,2002,17.7
SYR,760,SYR,760,2002,30.797
TCD,148,TCD,148,2002,50.451
TGO,768,TGO,768,2002,39.805
THA,764,THA,764,2002,13.751
TJK,762,TJK,762,2002,29.721
TKM,795,TKM,795,2002,23.106
TLS,626,TLS,626,2002,38.749
TON,776,TON,776,2002,28.404
TTO,780,TTO,780,2002,14.815
TUN,788,TUN,788,2002,16.672
TUR,792,TUR,792,2002,20.764
TZA,834,TZA,834,2002,41.718
UGA,800,UGA,800,2002,48.04
UKR,804,UKR,804,2002,8.1
URY,858,URY,858,2002,15.853
USA,840,USA,840,2002,14
UZB,860,UZB,860,2002,21.07132599
VCT,670,VCT,670,2002,18.965
VEN,862,VEN,862,2002,23.137
VIR,850,VIR,850,2002,15.1
VNM,704,VNM,704,2002,16.82
VUT,548,VUT,548,2002,33.144
WSM,882,WSM,882,2002,30.01
YEM,887,YEM,887,2002,38.111
ZAF,710,ZAF,710,2002,22.692
ZMB,894,ZMB,894,2002,44.935
ZWE,716,ZWE,716,2002,32.274
ABW,533,ABW,533,2003,13.01
AFG,4,AFG,4,2003,46.231
AGO,24,AGO,24,2003,47.786
ALB,8,ALB,8,2003,14.048
ARE,784,ARE,784,2003,15.024
ARG,32,ARG,32,2003,19.026
ARM,51,ARM,51,2003,13.524
ATG,28,ATG,28,2003,18.977
AUS,36,AUS,36,2003,12.6
AUT,40,AUT,40,2003,9.5
AZE,31,AZE,31,2003,13.8
BDI,108,BDI,108,2003,42.836
BEL,56,BEL,56,2003,11
BEN,204,BEN,204,2003,41.326
BFA,854,BFA,854,2003,45.495
BGD,50,BGD,50,2003,25.439
BGR,100,BGR,100,2003,8.7
BHR,48,BHR,48,2003,19.996
BHS,44,BHS,44,2003,15.724
BIH,70,BIH,70,2003,9.608
BLR,112,BLR,112,2003,9
BLZ,84,BLZ,84,2003,27.913
BOL,68,BOL,68,2003,28.718
BRA,76,BRA,76,2003,18.363
BRB,52,BRB,52,2003,13.457
BRN,96,BRN,96,2003,20.738
BTN,64,BTN,64,2003,24.113
BWA,72,BWA,72,2003,28.935
CAF,140,CAF,140,2003,41.068
CAN,124,CAN,124,2003,10.6
CHE,756,CHE,756,2003,9.8
CHL,152,CHL,152,2003,15.412
CHN,156,CHN,156,2003,12.41
CIV,384,CIV,384,2003,40.026
CMR,120,CMR,120,2003,41.093
COD,180,COD,180,2003,45.844
COG,178,COG,178,2003,38.535
COL,170,COL,170,2003,20.535
COM,174,COM,174,2003,36.744
CPV,132,CPV,132,2003,25.46
CRI,188,CRI,188,2003,17.512
CUB,192,CUB,192,2003,12.085
CYP,196,CYP,196,2003,12.153
CZE,203,CZE,203,2003,9.2
DEU,276,DEU,276,2003,8.6
DJI,262,DJI,262,2003,29.58
DNK,208,DNK,208,2003,12
DOM,214,DOM,214,2003,23.572
DZA,12,DZA,12,2003,19.557
ECU,218,ECU,218,2003,23.933
EGY,818,EGY,818,2003,25.015
ERI,232,ERI,232,2003,34.936
ESP,724,ESP,724,2003,10.4
EST,233,EST,233,2003,9.5
ETH,231,ETH,231,2003,41.097
FIN,246,FIN,246,2003,10.9
FJI,242,FJI,242,2003,23.725
FRA,250,FRA,250,2003,12.8
FSM,583,FSM,583,2003,27.765
GAB,266,GAB,266,2003,32.728
GBR,826,GBR,826,2003,11.7
GEO,268,GEO,268,2003,11.875
GHA,288,GHA,288,2003,34.358
GIN,324,GIN,324,2003,42.866
GMB,270,GMB,270,2003,41.875
GNB,624,GNB,624,2003,41.01
GNQ,226,GNQ,226,2003,40.468
GRC,300,GRC,300,2003,9.6
GRD,308,GRD,308,2003,17.583
GTM,320,GTM,320,2003,33.212
GUM,316,GUM,316,2003,20.435
GUY,328,GUY,328,2003,23.836
HKG,344,HKG,344,2003,6.9
HND,340,HND,340,2003,31.029
HRV,191,HRV,191,2003,8.9
HTI,332,HTI,332,2003,30.465
HUN,348,HUN,348,2003,9.3
IDN,360,IDN,360,2003,21.88
IND,356,IND,356,2003,25.034
IRL,372,IRL,372,2003,15.4
IRN,364,IRN,364,2003,17.259
IRQ,368,IRQ,368,2003,34.742
ISL,352,ISL,352,2003,14.3
ISR,376,ISR,376,2003,21.7
ITA,380,ITA,380,2003,9.5
JAM,388,JAM,388,2003,19.881
JOR,400,JOR,400,2003,31.047
JPN,392,JPN,392,2003,9.2
KAZ,398,KAZ,398,2003,16.63
KEN,404,KEN,404,2003,39.135
KGZ,417,KGZ,417,2003,20.9
KHM,116,KHM,116,2003,26.44
KIR,296,KIR,296,2003,29.745
KOR,410,KOR,410,2003,10.2
KWT,414,KWT,414,2003,21.365
LAO,418,LAO,418,2003,29.7
LBN,422,LBN,422,2003,18.119
LBR,430,LBR,430,2003,41.406
LBY,434,LBY,434,2003,21.211
LCA,662,LCA,662,2003,15.733
LKA,144,LKA,144,2003,18.574
LSO,426,LSO,426,2003,30.851
LTU,440,LTU,440,2003,8.8
LUX,442,LUX,442,2003,11.7
LVA,428,LVA,428,2003,9.2
MAC,446,MAC,446,2003,7.72
MAR,504,MAR,504,2003,21.533
MDA,498,MDA,498,2003,10.305
MDG,450,MDG,450,2003,39.206
MDV,462,MDV,462,2003,19.492
MEX,484,MEX,484,2003,22.584
MKD,807,MKD,807,2003,12.125
MLI,466,MLI,466,2003,48.714
MLT,470,MLT,470,2003,10.2
MMR,104,MMR,104,2003,23.72
MNG,496,MNG,496,2003,19.176
MOZ,508,MOZ,508,2003,44.067
MRT,478,MRT,478,2003,37.66
MUS,480,MUS,480,2003,15.9
MWI,454,MWI,454,2003,43.336
MYS,458,MYS,458,2003,19.276
NAM,516,NAM,516,2003,29.398
NCL,540,NCL,540,2003,18.2
NER,562,NER,562,2003,52.568
NGA,566,NGA,566,2003,42.868
NIC,558,NIC,558,2003,25.635
NLD,528,NLD,528,2003,12.3
NOR,578,NOR,578,2003,12.4
NPL,524,NPL,524,2003,28.105
NZL,554,NZL,554,2003,13.94
OMN,512,OMN,512,2003,22.299
PAK,586,PAK,586,2003,32.781
PAN,591,PAN,591,2003,22.543
PER,604,PER,604,2003,22.453
PHL,608,PHL,608,2003,28.436
PNG,598,PNG,598,2003,32.93
POL,616,POL,616,2003,9.2
PRI,630,PRI,630,2003,13.1
PRK,408,PRK,408,2003,16.508
PRT,620,PRT,620,2003,10.8
PRY,600,PRY,600,2003,24.94
PSE,275,PSE,275,2003,38.8
PYF,258,PYF,258,2003,18.98
QAT,634,QAT,634,2003,17.287
ROU,642,ROU,642,2003,9.8
RUS,643,RUS,643,2003,10.2
RWA,646,RWA,646,2003,37.885
SAU,682,SAU,682,2003,24.991
SEN,686,SEN,686,2003,38.707
SGP,702,SGP,702,2003,10.5
SLB,90,SLB,90,2003,34.841
SLE,694,SLE,694,2003,43.023
SLV,222,SLV,222,2003,22.47
SOM,706,SOM,706,2003,47.434
STP,678,STP,678,2003,39.401
SUR,740,SUR,740,2003,22.755
SVK,703,SVK,703,2003,9.6
SVN,705,SVN,705,2003,8.7
SWE,752,SWE,752,2003,11.1
SWZ,748,SWZ,748,2003,31.979
SYC,690,SYC,690,2003,18.1
SYR,760,SYR,760,2003,30.614
TCD,148,TCD,148,2003,50.127
TGO,768,TGO,768,2003,39.714
THA,764,THA,764,2003,13.423
TJK,762,TJK,762,2003,29.552
TKM,795,TKM,795,2003,22.996
TLS,626,TLS,626,2003,38.077
TON,776,TON,776,2003,28.498
TTO,780,TTO,780,2003,14.927
TUN,788,TUN,788,2003,16.511
TUR,792,TUR,792,2003,20.325
TZA,834,TZA,834,2003,41.755
UGA,800,UGA,800,2003,47.748
UKR,804,UKR,804,2003,8.5
URY,858,URY,858,2003,15.6
USA,840,USA,840,2003,14.1
UZB,860,UZB,860,2003,19.88672175
VCT,670,VCT,670,2003,18.545
VEN,862,VEN,862,2003,22.825
VIR,850,VIR,850,2003,14
VNM,704,VNM,704,2003,16.734
VUT,548,VUT,548,2003,33.054
WSM,882,WSM,882,2003,29.794
YEM,887,YEM,887,2003,37.532
ZAF,710,ZAF,710,2003,22.763
ZMB,894,ZMB,894,2003,44.642
ZWE,716,ZWE,716,2003,32.694
ABW,533,ABW,533,2004,12.667
AFG,4,AFG,4,2004,45.507
AGO,24,AGO,24,2004,47.639
ALB,8,ALB,8,2004,13.381
ARE,784,ARE,784,2004,14.518
ARG,32,ARG,32,2004,18.879
ARM,51,ARM,51,2004,13.884
ATG,28,ATG,28,2004,18.566
AUS,36,AUS,36,2004,12.3
AUT,40,AUT,40,2004,9.7
AZE,31,AZE,31,2004,15.8
BDI,108,BDI,108,2004,42.902
BEL,56,BEL,56,2004,11.3
BEN,204,BEN,204,2004,41.018
BFA,854,BFA,854,2004,45.176
BGD,50,BGD,50,2004,24.742
BGR,100,BGR,100,2004,9.1
BHR,48,BHR,48,2004,19.385
BHS,44,BHS,44,2004,15.451
BIH,70,BIH,70,2004,9.372
BLR,112,BLR,112,2004,9.1
BLZ,84,BLZ,84,2004,27.158
BOL,68,BOL,68,2004,28.163
BRA,76,BRA,76,2004,17.787
BRB,52,BRB,52,2004,13.274
BRN,96,BRN,96,2004,19.974
BTN,64,BTN,64,2004,23.283
BWA,72,BWA,72,2004,28.803
CAF,140,CAF,140,2004,40.903
CAN,124,CAN,124,2004,10.5
CHE,756,CHE,756,2004,9.9
CHL,152,CHL,152,2004,15.184
CHN,156,CHN,156,2004,12.29
CIV,384,CIV,384,2004,39.599
CMR,120,CMR,120,2004,40.975
COD,180,COD,180,2004,45.782
COG,178,COG,178,2004,38.469
COL,170,COL,170,2004,19.917
COM,174,COM,174,2004,36.527
CPV,132,CPV,132,2004,24.866
CRI,188,CRI,188,2004,17.074
CUB,192,CUB,192,2004,11.784
CYP,196,CYP,196,2004,11.957
CZE,203,CZE,203,2004,9.6
DEU,276,DEU,276,2004,8.6
DJI,262,DJI,262,2004,28.917
DNK,208,DNK,208,2004,12
DOM,214,DOM,214,2004,23.196
DZA,12,DZA,12,2004,20.077
ECU,218,ECU,218,2004,23.455
EGY,818,EGY,818,2004,24.864
ERI,232,ERI,232,2004,35.819
ESP,724,ESP,724,2004,10.6
EST,233,EST,233,2004,10.3
ETH,231,ETH,231,2004,40.186
FIN,246,FIN,246,2004,11
FJI,242,FJI,242,2004,23.399
FRA,250,FRA,250,2004,12.8
FSM,583,FSM,583,2004,27.042
GAB,266,GAB,266,2004,32.668
GBR,826,GBR,826,2004,11.9
GEO,268,GEO,268,2004,12.043
GHA,288,GHA,288,2004,33.979
GIN,324,GIN,324,2004,42.411
GMB,270,GMB,270,2004,41.683
GNB,624,GNB,624,2004,40.765
GNQ,226,GNQ,226,2004,40.182
GRC,300,GRC,300,2004,9.6
GRD,308,GRD,308,2004,17.479
GTM,320,GTM,320,2004,32.35
GUM,316,GUM,316,2004,19.918
GUY,328,GUY,328,2004,23.223
HKG,344,HKG,344,2004,7.2
HND,340,HND,340,2004,30.092
HRV,191,HRV,191,2004,9.1
HTI,332,HTI,332,2004,30.048
HUN,348,HUN,348,2004,9.4
IDN,360,IDN,360,2004,21.852
IND,356,IND,356,2004,24.571
IRL,372,IRL,372,2004,15.2
IRN,364,IRN,364,2004,17.309
IRQ,368,IRQ,368,2004,34.396
ISL,352,ISL,352,2004,14.5
ISR,376,ISR,376,2004,21.3
ITA,380,ITA,380,2004,9.8
JAM,388,JAM,388,2004,19.485
JOR,400,JOR,400,2004,30.844
JPN,392,JPN,392,2004,8.693604565
KAZ,398,KAZ,398,2004,18.19
KEN,404,KEN,404,2004,38.773
KGZ,417,KGZ,417,2004,21.5
KHM,116,KHM,116,2004,26.241
KIR,296,KIR,296,2004,29.604
KOR,410,KOR,410,2004,9.8
KWT,414,KWT,414,2004,21.103
LAO,418,LAO,418,2004,29.21
LBN,422,LBN,422,2004,17.269
LBR,430,LBR,430,2004,40.821
LBY,434,LBY,434,2004,21.256
LCA,662,LCA,662,2004,15.037
LKA,144,LKA,144,2004,18.592
LSO,426,LSO,426,2004,30.695
LTU,440,LTU,440,2004,8.8
LUX,442,LUX,442,2004,11.9
LVA,428,LVA,428,2004,9.1
MAC,446,MAC,446,2004,7.674
MAR,504,MAR,504,2004,21.361
MDA,498,MDA,498,2004,10.263
MDG,450,MDG,450,2004,38.547
MDV,462,MDV,462,2004,19.398
MEX,484,MEX,484,2004,22.158
MKD,807,MKD,807,2004,11.849
MLI,466,MLI,466,2004,48.613
MLT,470,MLT,470,2004,9.7
MMR,104,MMR,104,2004,23.271
MNG,496,MNG,496,2004,19.606
MOZ,508,MOZ,508,2004,43.687
MRT,478,MRT,478,2004,37.492
MUS,480,MUS,480,2004,15.7
MWI,454,MWI,454,2004,43.217
MYS,458,MYS,458,2004,18.639
NAM,516,NAM,516,2004,29.273
NCL,540,NCL,540,2004,17.4
NER,562,NER,562,2004,52.202
NGA,566,NGA,566,2004,42.717
NIC,558,NIC,558,2004,25.279
NLD,528,NLD,528,2004,11.9
NOR,578,NOR,578,2004,12.4
NPL,524,NPL,524,2004,27.037
NZL,554,NZL,554,2004,14.2
OMN,512,OMN,512,2004,22.004
PAK,586,PAK,586,2004,32.239
PAN,591,PAN,591,2004,22.278
PER,604,PER,604,2004,22.32
PHL,608,PHL,608,2004,27.922
PNG,598,PNG,598,2004,32.539
POL,616,POL,616,2004,9.3
PRI,630,PRI,630,2004,13.16
PRK,408,PRK,408,2004,16.006
PRT,620,PRT,620,2004,10.4
PRY,600,PRY,600,2004,24.444
PSE,275,PSE,275,2004,38.1
PYF,258,PYF,258,2004,18.636
QAT,634,QAT,634,2004,16.331
ROU,642,ROU,642,2004,10.1
RUS,643,RUS,643,2004,10.4
RWA,646,RWA,646,2004,37.432
SAU,682,SAU,682,2004,24.61
SEN,686,SEN,686,2004,38.626
SGP,702,SGP,702,2004,10.3
SLB,90,SLB,90,2004,34.604
SLE,694,SLE,694,2004,42.604
SLV,222,SLV,222,2004,21.835
SOM,706,SOM,706,2004,46.949
STP,678,STP,678,2004,39.157
SUR,740,SUR,740,2004,22.404
SVK,703,SVK,703,2004,10
SVN,705,SVN,705,2004,9
SWE,752,SWE,752,2004,11.2
SWZ,748,SWZ,748,2004,32.008
SYC,690,SYC,690,2004,17.4
SYR,760,SYR,760,2004,30.487
TCD,148,TCD,148,2004,49.752
TGO,768,TGO,768,2004,39.555
THA,764,THA,764,2004,13.131
TJK,762,TJK,762,2004,29.565
TKM,795,TKM,795,2004,22.939
TLS,626,TLS,626,2004,37.208
TON,776,TON,776,2004,28.555
TTO,780,TTO,780,2004,15.049
TUN,788,TUN,788,2004,16.448
TUR,792,TUR,792,2004,19.91
TZA,834,TZA,834,2004,41.764
UGA,800,UGA,800,2004,47.438
UKR,804,UKR,804,2004,9
URY,858,URY,858,2004,15.34
USA,840,USA,840,2004,14
UZB,860,UZB,860,2004,20.89286097
VCT,670,VCT,670,2004,18.177
VEN,862,VEN,862,2004,22.519
VIR,850,VIR,850,2004,14.5
VNM,704,VNM,704,2004,16.74
VUT,548,VUT,548,2004,32.971
WSM,882,WSM,882,2004,29.638
YEM,887,YEM,887,2004,36.996
ZAF,710,ZAF,710,2004,22.902
ZMB,894,ZMB,894,2004,44.268
ZWE,716,ZWE,716,2004,33.196
ABW,533,ABW,533,2005,12.348
AFG,4,AFG,4,2005,44.723
AGO,24,AGO,24,2005,47.453
ALB,8,ALB,8,2005,12.821
ARE,784,ARE,784,2005,14.001
ARG,32,ARG,32,2005,18.735
ARM,51,ARM,51,2005,14.244
ATG,28,ATG,28,2005,18.137
AUS,36,AUS,36,2005,12.8
AUT,40,AUT,40,2005,9.5
AZE,31,AZE,31,2005,16.9
BDI,108,BDI,108,2005,42.981
BEL,56,BEL,56,2005,11.4
BEN,204,BEN,204,2005,40.726
BFA,854,BFA,854,2005,44.817
BGD,50,BGD,50,2005,24.053
BGR,100,BGR,100,2005,9.3
BHR,48,BHR,48,2005,18.778
BHS,44,BHS,44,2005,15.33
BIH,70,BIH,70,2005,9.255
BLR,112,BLR,112,2005,9.3
BLZ,84,BLZ,84,2005,26.386
BOL,68,BOL,68,2005,27.604
BRA,76,BRA,76,2005,17.243
BRB,52,BRB,52,2005,13.069
BRN,96,BRN,96,2005,19.211
BTN,64,BTN,64,2005,22.527
BWA,72,BWA,72,2005,28.654
CAF,140,CAF,140,2005,40.692
CAN,124,CAN,124,2005,10.6
CHE,756,CHE,756,2005,9.8
CHL,152,CHL,152,2005,15.021
CHN,156,CHN,156,2005,12.4
CIV,384,CIV,384,2005,39.159
CMR,120,CMR,120,2005,40.826
COD,180,COD,180,2005,45.702
COG,178,COG,178,2005,38.364
COL,170,COL,170,2005,19.295
COM,174,COM,174,2005,36.317
CPV,132,CPV,132,2005,24.314
CRI,188,CRI,188,2005,16.72
CUB,192,CUB,192,2005,11.527
CYP,196,CYP,196,2005,11.821
CZE,203,CZE,203,2005,10
DEU,276,DEU,276,2005,8.3
DJI,262,DJI,262,2005,28.234
DNK,208,DNK,208,2005,11.9
DOM,214,DOM,214,2005,22.836
DZA,12,DZA,12,2005,20.774
ECU,218,ECU,218,2005,23.019
EGY,818,EGY,818,2005,24.849
ERI,232,ERI,232,2005,36.552
ESP,724,ESP,724,2005,10.6
EST,233,EST,233,2005,10.6
ETH,231,ETH,231,2005,39.307
FIN,246,FIN,246,2005,11
FJI,242,FJI,242,2005,23.094
FRA,250,FRA,250,2005,12.8
FSM,583,FSM,583,2005,26.36
GAB,266,GAB,266,2005,32.678
GBR,826,GBR,826,2005,12
GEO,268,GEO,268,2005,12.3
GHA,288,GHA,288,2005,33.64
GIN,324,GIN,324,2005,41.956
GMB,270,GMB,270,2005,41.52
GNB,624,GNB,624,2005,40.518
GNQ,226,GNQ,226,2005,39.859
GRC,300,GRC,300,2005,9.8
GRD,308,GRD,308,2005,17.438
GTM,320,GTM,320,2005,31.454
GUM,316,GUM,316,2005,19.426
GUY,328,GUY,328,2005,22.664
HKG,344,HKG,344,2005,8.4
HND,340,HND,340,2005,29.181
HRV,191,HRV,191,2005,9.563
HTI,332,HTI,332,2005,29.638
HUN,348,HUN,348,2005,9.7
IDN,360,IDN,360,2005,21.765
IND,356,IND,356,2005,24.087
IRL,372,IRL,372,2005,14.8
IRN,364,IRN,364,2005,17.401
IRQ,368,IRQ,368,2005,34.092
ISL,352,ISL,352,2005,14.4
ISR,376,ISR,376,2005,20.8
ITA,380,ITA,380,2005,9.6
JAM,388,JAM,388,2005,19.144
JOR,400,JOR,400,2005,30.617
JPN,392,JPN,392,2005,8.413292219
KAZ,398,KAZ,398,2005,18.42
KEN,404,KEN,404,2005,38.366
KGZ,417,KGZ,417,2005,21.3
KHM,116,KHM,116,2005,26.147
KIR,296,KIR,296,2005,29.521
KOR,410,KOR,410,2005,8.9
KWT,414,KWT,414,2005,20.962
LAO,418,LAO,418,2005,28.811
LBN,422,LBN,422,2005,16.579
LBR,430,LBR,430,2005,40.213
LBY,434,LBY,434,2005,21.363
LCA,662,LCA,662,2005,14.493
LKA,144,LKA,144,2005,18.576
LSO,426,LSO,426,2005,30.469
LTU,440,LTU,440,2005,8.9
LUX,442,LUX,442,2005,11.5
LVA,428,LVA,428,2005,9.8
MAC,446,MAC,446,2005,7.812
MAR,504,MAR,504,2005,21.218
MDA,498,MDA,498,2005,10.345
MDG,450,MDG,450,2005,37.923
MDV,462,MDV,462,2005,19.471
MEX,484,MEX,484,2005,21.741
MKD,807,MKD,807,2005,11.594
MLI,466,MLI,466,2005,48.444
MLT,470,MLT,470,2005,9.6
MMR,104,MMR,104,2005,22.746
MNG,496,MNG,496,2005,20.237
MOZ,508,MOZ,508,2005,43.243
MRT,478,MRT,478,2005,37.325
MUS,480,MUS,480,2005,15.3
MWI,454,MWI,454,2005,43.046
MYS,458,MYS,458,2005,18.164
NAM,516,NAM,516,2005,29.321
NCL,540,NCL,540,2005,17.4
NER,562,NER,562,2005,51.82
NGA,566,NGA,566,2005,42.537
NIC,558,NIC,558,2005,24.961
NLD,528,NLD,528,2005,11.5
NOR,578,NOR,578,2005,12.3
NPL,524,NPL,524,2005,26.061
NZL,554,NZL,554,2005,13.96
OMN,512,OMN,512,2005,21.838
PAK,586,PAK,586,2005,31.755
PAN,591,PAN,591,2005,22.04
PER,604,PER,604,2005,22.204
PHL,608,PHL,608,2005,27.372
PNG,598,PNG,598,2005,32.142
POL,616,POL,616,2005,9.5
PRI,630,PRI,630,2005,12.96
PRK,408,PRK,408,2005,15.527
PRT,620,PRT,620,2005,10.4
PRY,600,PRY,600,2005,24.038
PSE,275,PSE,275,2005,37.3
PYF,258,PYF,258,2005,18.301
QAT,634,QAT,634,2005,15.297
ROU,642,ROU,642,2005,10.4
RUS,643,RUS,643,2005,10.2
RWA,646,RWA,646,2005,37.02
SAU,682,SAU,682,2005,24.236
SEN,686,SEN,686,2005,38.583
SGP,702,SGP,702,2005,10.2
SLB,90,SLB,90,2005,34.382
SLE,694,SLE,694,2005,42.126
