Country,Year,CINC
530,1962,0.0016515
560,1962,0.0050208
580,1962,0.0004273
600,1962,0.0018557
615,1962,0.001473
616,1962,0.0005519
620,1962,0.0002513
625,1962,0.0008968
630,1962,0.0060581
640,1962,0.0071319
645,1962,0.0021011
651,1962,0.0064368
652,1962,0.0012291
660,1962,0.0004167
663,1962,0.0005429
666,1962,0.0012049
670,1962,0.0015496
678,1962,0.0002526
690,1962,0.0008069
700,1962,0.0016605
710,1962,0.103609
712,1962,0.0003916
713,1962,0.0070225
731,1962,0.0052482
732,1962,0.0091083
740,1962,0.0383743
750,1962,0.0491182
770,1962,0.0105211
775,1962,0.002635
780,1962,0.0008288
790,1962,0.0007344
800,1962,0.0029879
811,1962,0.0010828
812,1962,0.0007085
816,1962,0.0038771
817,1962,0.0050769
820,1962,0.0017585
840,1962,0.0033417
850,1962,0.0129702
900,1962,0.0070519
920,1962,0.000553
2,1963,0.2079665
20,1963,0.0124492
40,1963,0.0019923
41,1963,0.0004364
42,1963,0.0005261
51,1963,0.0001429
52,1963,0.0008992
70,1963,0.0076685
90,1963,0.0004779
91,1963,0.0002075
92,1963,0.0002605
93,1963,0.0002043
94,1963,0.0001255
95,1963,0.0001867
100,1963,0.0036359
101,1963,0.0065676
130,1963,0.0007208
135,1963,0.002092
140,1963,0.0161721
145,1963,0.0004877
150,1963,0.0003399
155,1963,0.0027617
160,1963,0.0068134
165,1963,0.0006513
200,1963,0.0371322
205,1963,0.0006494
210,1963,0.0065851
211,1963,0.006993
212,1963,0.0018628
220,1963,0.0292256
225,1963,0.0018564
230,1963,0.0096332
235,1963,0.0024248
260,1963,0.03977
265,1963,0.0096539
290,1963,0.0142061
305,1963,0.0035973
310,1963,0.0047388
315,1963,0.0109469
325,1963,0.020511
339,1963,0.0006806
345,1963,0.0061688
350,1963,0.0025761
352,1963,0.000065
355,1963,0.003187
360,1963,0.0071549
365,1963,0.17128
375,1963,0.0012295
380,1963,0.0041967
385,1963,0.0012812
390,1963,0.001669
395,1963,0.0000127
432,1963,0.0003366
433,1963,0.0004285
434,1963,0.00017
435,1963,0.0000604
436,1963,0.0001948
437,1963,0.0003594
438,1963,0.0003139
439,1963,0.0002546
450,1963,0.000081
451,1963,0.0001907
452,1963,0.0007524
461,1963,0.0000917
471,1963,0.0004311
475,1963,0.0042167
481,1963,0.0000374
482,1963,0.0001111
483,1963,0.0001885
484,1963,0.000125
490,1963,0.0014651
500,1963,0.0004773
501,1963,0.0006509
510,1963,0.0006909
511,1963,0.0000175
516,1963,0.0001819
517,1963,0.0001661
520,1963,0.0003292
530,1963,0.0018357
560,1963,0.0051719
580,1963,0.0004454
600,1963,0.0018635
615,1963,0.0016852
616,1963,0.0005962
620,1963,0.0002988
625,1963,0.0008824
630,1963,0.005997
640,1963,0.0075124
645,1963,0.0020268
651,1963,0.0056673
652,1963,0.001381
660,1963,0.0004509
663,1963,0.0006151
666,1963,0.0012141
670,1963,0.0014775
678,1963,0.0003052
690,1963,0.0008305
700,1963,0.0016639
710,1963,0.1071027
712,1963,0.0003728
713,1963,0.006605
731,1963,0.0048552
732,1963,0.0092192
740,1963,0.0396311
750,1963,0.0514587
770,1963,0.0107416
775,1963,0.0026363
780,1963,0.0008272
790,1963,0.0007249
800,1963,0.0028207
811,1963,0.0010877
812,1963,0.0008777
816,1963,0.0037408
817,1963,0.0049935
820,1963,0.0014998
840,1963,0.0032168
850,1963,0.0127352
900,1963,0.006986
920,1963,0.0005492
2,1964,0.2029826
20,1964,0.0127586
40,1964,0.0021614
41,1964,0.0004262
42,1964,0.0005269
51,1964,0.0001414
52,1964,0.0009597
70,1964,0.0079688
90,1964,0.0004884
91,1964,0.0002081
92,1964,0.00027
93,1964,0.0002124
94,1964,0.0001472
95,1964,0.0001873
100,1964,0.0036597
101,1964,0.0065334
130,1964,0.0006977
135,1964,0.002175
140,1964,0.0166539
145,1964,0.0004972
150,1964,0.0003648
155,1964,0.0027401
160,1964,0.0068578
165,1964,0.0006358
200,1964,0.0368837
205,1964,0.0006535
210,1964,0.0066191
211,1964,0.0070917
212,1964,0.001857
220,1964,0.0288329
225,1964,0.0018363
230,1964,0.0096911
235,1964,0.0036154
260,1964,0.0400492
265,1964,0.0094971
290,1964,0.0138085
305,1964,0.0033686
310,1964,0.0046199
315,1964,0.0106342
325,1964,0.0206319
338,1964,0.0000301
339,1964,0.0006794
345,1964,0.0060529
350,1964,0.0025696
352,1964,0.0001186
355,1964,0.0032052
360,1964,0.0070767
365,1964,0.1674936
375,1964,0.0012622
380,1964,0.0042464
385,1964,0.0012911
390,1964,0.0017029
395,1964,0.0000126
432,1964,0.0003623
433,1964,0.0004173
434,1964,0.0001717
435,1964,0.0000733
436,1964,0.0001948
437,1964,0.0003696
438,1964,0.0002982
439,1964,0.0002609
450,1964,0.0000817
451,1964,0.0001903
452,1964,0.0008072
461,1964,0.0001007
471,1964,0.0004182
475,1964,0.0042616
481,1964,0.000036
482,1964,0.0001285
483,1964,0.000186
484,1964,0.0001234
490,1964,0.0015107
500,1964,0.0004875
501,1964,0.0007683
510,1964,0.0006954
511,1964,0.0000174
516,1964,0.0001811
517,1964,0.0001759
520,1964,0.000345
530,1964,0.0020808
551,1964,0.0003793
553,1964,0.0001975
560,1964,0.0052926
580,1964,0.0004572
600,1964,0.0019084
615,1964,0.0017614
616,1964,0.0006238
620,1964,0.0003305
625,1964,0.0008867
630,1964,0.006063
640,1964,0.0076054
645,1964,0.0020568
651,1964,0.0060231
652,1964,0.001431
660,1964,0.0005123
663,1964,0.0006118
666,1964,0.0013042
670,1964,0.001578
678,1964,0.0003024
690,1964,0.0011363
700,1964,0.001644
710,1964,0.1100296
712,1964,0.0003993
713,1964,0.0069712
731,1964,0.004877
732,1964,0.0088845
740,1964,0.0415539
750,1964,0.0516669
770,1964,0.0108625
775,1964,0.0027514
780,1964,0.0008182
790,1964,0.0007179
800,1964,0.0029767
811,1964,0.0010744
812,1964,0.0008933
816,1964,0.003816
817,1964,0.003514
820,1964,0.0016953
840,1964,0.0032852
850,1964,0.012989
900,1964,0.0070667
920,1964,0.0006219
2,1965,0.2015391
20,1965,0.012747
40,1965,0.0021013
41,1965,0.000431
42,1965,0.0005245
51,1965,0.0001395
52,1965,0.0009596
70,1965,0.0081468
90,1965,0.0005118
91,1965,0.0002226
92,1965,0.0002756
93,1965,0.0002173
94,1965,0.0001491
95,1965,0.0001963
100,1965,0.0037319
101,1965,0.0067063
130,1965,0.0007151
135,1965,0.0022389
140,1965,0.01686
145,1965,0.0005337
150,1965,0.0003715
155,1965,0.0026849
160,1965,0.006999
165,1965,0.0006463
200,1965,0.0370771
205,1965,0.0006408
210,1965,0.0067614
211,1965,0.0070624
212,1965,0.001777
220,1965,0.0277353
225,1965,0.0018509
230,1965,0.009911
235,1965,0.0025421
260,1965,0.0387259
265,1965,0.0092041
290,1965,0.0138778
305,1965,0.0032425
310,1965,0.0045246
315,1965,0.0101333
325,1965,0.0210552
338,1965,0.0000295
339,1965,0.0006944
345,1965,0.0060575
350,1965,0.0027701
352,1965,0.0002239
355,1965,0.0032996
360,1965,0.0073229
365,1965,0.164547
375,1965,0.0012613
380,1965,0.0043228
385,1965,0.0013421
390,1965,0.0017168
395,1965,0.0000123
420,1965,0.0000206
432,1965,0.0003681
433,1965,0.0004332
434,1965,0.0001738
435,1965,0.000074
436,1965,0.0001968
437,1965,0.0003664
438,1965,0.0003166
439,1965,0.0002597
450,1965,0.0000853
451,1965,0.0001918
452,1965,0.0008229
461,1965,0.0001311
471,1965,0.0004438
475,1965,0.0043846
481,1965,0.0000353
482,1965,0.000131
483,1965,0.0002038
484,1965,0.0001385
490,1965,0.0016092
500,1965,0.0005055
501,1965,0.0007977
510,1965,0.0007402
516,1965,0.0001829
517,1965,0.0001798
520,1965,0.0003586
530,1965,0.0018911
551,1965,0.0004255
552,1965,0.0005956
553,1965,0.0002322
560,1965,0.0054106
580,1965,0.0004459
600,1965,0.0019748
615,1965,0.0017894
616,1965,0.0005813
620,1965,0.0003425
625,1965,0.0009033
630,1965,0.0063259
640,1965,0.0079474
645,1965,0.0024435
651,1965,0.0065911
652,1965,0.0013917
660,1965,0.0004543
663,1965,0.000716
666,1965,0.0014265
670,1965,0.0016511
678,1965,0.0003592
690,1965,0.0012643
700,1965,0.0015451
710,1965,0.1088898
712,1965,0.0001642
713,1965,0.0065735
731,1965,0.0052645
732,1965,0.0090671
740,1965,0.0411275
750,1965,0.0520336
770,1965,0.0111278
775,1965,0.0028794
780,1965,0.0008263
781,1965,6.79E-06
790,1965,0.0007396
800,1965,0.0034157
811,1965,0.0010967
812,1965,0.0008921
816,1965,0.0039885
817,1965,0.0065254
820,1965,0.0012287
830,1965,0.0010347
840,1965,0.0033503
850,1965,0.0125717
900,1965,0.0072816
920,1965,0.0006861
2,1966,0.2086695
20,1966,0.0121847
40,1966,0.0020863
41,1966,0.0003834
42,1966,0.0005316
51,1966,0.0001359
52,1966,0.00096
53,1966,0.000016
70,1966,0.0083786
90,1966,0.0005067
91,1966,0.0002235
92,1966,0.0003245
93,1966,0.0002147
94,1966,0.0001483
95,1966,0.0001925
100,1966,0.0037196
101,1966,0.0062614
110,1966,0.0000474
130,1966,0.0007201
135,1966,0.0022161
140,1966,0.0171806
145,1966,0.0005979
150,1966,0.0003573
155,1966,0.002613
160,1966,0.0068939
165,1966,0.0006032
200,1966,0.0353643
205,1966,0.0006051
210,1966,0.0065402
211,1966,0.0065908
212,1966,0.0016264
220,1966,0.0262937
225,1966,0.0018697
230,1966,0.0097764
235,1966,0.0026087
260,1966,0.0365766
265,1966,0.0088006
290,1966,0.0135531
305,1966,0.0031089
310,1966,0.0043418
315,1966,0.0097609
325,1966,0.0209365
338,1966,0.0000281
339,1966,0.0006579
345,1966,0.0056069
350,1966,0.0025636
352,1966,0.0001763
355,1966,0.0031799
360,1966,0.0067775
365,1966,0.1663164
375,1966,0.0012184
380,1966,0.0041261
385,1966,0.0012952
390,1966,0.0017339
395,1966,0.0000121
420,1966,0.0000207
432,1966,0.0003384
433,1966,0.0004312
434,1966,0.0001729
435,1966,0.0000742
436,1966,0.000204
437,1966,0.0003772
438,1966,0.0003122
439,1966,0.0002574
450,1966,0.0000842
451,1966,0.0001891
452,1966,0.0008422
461,1966,0.0001318
471,1966,0.000445
475,1966,0.0044658
481,1966,0.000037
482,1966,0.0001308
483,1966,0.0002385
484,1966,0.0001436
490,1966,0.0016578
500,1966,0.0005569
501,1966,0.0007943
510,1966,0.0007554
516,1966,0.0001796
517,1966,0.0001885
520,1966,0.0002865
530,1966,0.0017077
551,1966,0.0004453
552,1966,0.0005868
553,1966,0.0002619
560,1966,0.0052317
570,1966,0.0000509
571,1966,0.0000267
580,1966,0.0004662
600,1966,0.0020735
615,1966,0.0018812
616,1966,0.0006136
620,1966,0.0003949
625,1966,0.0009207
630,1966,0.0061971
640,1966,0.0079404
645,1966,0.0025025
651,1966,0.0065069
652,1966,0.0014045
660,1966,0.0004591
663,1966,0.0006566
666,1966,0.0014271
670,1966,0.0017438
678,1966,0.0003279
690,1966,0.0012634
700,1966,0.0014699
710,1966,0.1096543
712,1966,0.0001511
713,1966,0.0062645
731,1966,0.0050234
732,1966,0.008402
740,1966,0.0431978
750,1966,0.0520545
770,1966,0.0110982
775,1966,0.0027895
780,1966,0.0008343
781,1966,6.77E-06
790,1966,0.0007168
800,1966,0.0035019
811,1966,0.0010879
812,1966,0.0008869
816,1966,0.0037038
817,1966,0.0066821
820,1966,0.0011645
830,1966,0.0010355
840,1966,0.00338
850,1966,0.0122827
900,1966,0.0073445
920,1966,0.0006496
2,1967,0.2085481
20,1967,0.0120226
40,1967,0.0019963
41,1967,0.0004018
42,1967,0.0005349
51,1967,0.0001334
52,1967,0.0008935
53,1967,0.0000174
70,1967,0.0087065
90,1967,0.0005092
91,1967,0.0002276
92,1967,0.0003414
93,1967,0.0002181
94,1967,0.0001489
95,1967,0.0001917
100,1967,0.0037987
101,1967,0.0062815
110,1967,0.0000544
130,1967,0.000721
135,1967,0.0022859
140,1967,0.0176207
145,1967,0.0005816
150,1967,0.0003468
155,1967,0.0026322
160,1967,0.006574
165,1967,0.0006046
200,1967,0.0327035
205,1967,0.000634
210,1967,0.0065306
211,1967,0.0066709
212,1967,0.0016064
220,1967,0.0260741
225,1967,0.0018192
230,1967,0.0100038
235,1967,0.0026297
260,1967,0.0360454
265,1967,0.0085281
290,1967,0.0134618
305,1967,0.0029993
310,1967,0.0042239
315,1967,0.0098641
325,1967,0.0213032
338,1967,0.000034
339,1967,0.0006402
345,1967,0.0053225
350,1967,0.0025403
352,1967,0.000165
355,1967,0.0033385
360,1967,0.0066785
365,1967,0.1667414
375,1967,0.0012463
380,1967,0.0040733
385,1967,0.0012889
390,1967,0.0017393
395,1967,0.0000119
420,1967,0.0000208
432,1967,0.0003229
433,1967,0.0004388
434,1967,0.0001825
435,1967,0.0000752
436,1967,0.0002044
437,1967,0.0003769
438,1967,0.0002829
439,1967,0.0002562
450,1967,0.0000854
451,1967,0.0001889
452,1967,0.0008893
461,1967,0.0001349
471,1967,0.0004518
475,1967,0.0044944
481,1967,0.0000452
482,1967,0.0001329
483,1967,0.0002384
484,1967,0.0001415
490,1967,0.0018038
500,1967,0.000573
501,1967,0.0007982
510,1967,0.0007735
516,1967,0.0001791
517,1967,0.0001887
520,1967,0.0002919
530,1967,0.0016984
551,1967,0.0004713
552,1967,0.0005791
553,1967,0.0002609
560,1967,0.0053871
570,1967,0.0000508
571,1967,0.0000262
580,1967,0.0004717
600,1967,0.0020643
615,1967,0.0018977
616,1967,0.0006079
620,1967,0.0007966
625,1967,0.0009296
630,1967,0.0062846
640,1967,0.0081038
645,1967,0.0023475
651,1967,0.0064842
652,1967,0.0013999
660,1967,0.0004528
663,1967,0.0007356
666,1967,0.0015568
670,1967,0.0024324
678,1967,0.0003477
680,1967,0.0001268
690,1967,0.0012457
700,1967,0.0014258
710,1967,0.1055841
712,1967,0.0001559
713,1967,0.0061788
731,1967,0.0050789
732,1967,0.0085328
740,1967,0.0481203
750,1967,0.0507057
770,1967,0.0112671
775,1967,0.002763
780,1967,0.0008394
781,1967,6.80E-06
790,1967,0.0007173
800,1967,0.003473
811,1967,0.0010626
812,1967,0.0006434
816,1967,0.0048879
817,1967,0.0063453
820,1967,0.0011617
830,1967,0.0011106
840,1967,0.003462
850,1967,0.0124214
900,1967,0.0077712
920,1967,0.0006437
2,1968,0.2039257
20,1968,0.0121025
40,1968,0.0021002
41,1968,0.000393
42,1968,0.0005481
51,1968,0.0001851
52,1968,0.0009081
53,1968,0.0000209
70,1968,0.0087828
90,1968,0.0005384
91,1968,0.0002458
92,1968,0.0003763
93,1968,0.0002335
94,1968,0.0001613
95,1968,0.0003089
100,1968,0.0038801
101,1968,0.0060608
110,1968,0.0000605
130,1968,0.0007447
135,1968,0.0023418
140,1968,0.0180801
145,1968,0.0005524
150,1968,0.0003574
155,1968,0.0025326
160,1968,0.0064825
165,1968,0.0006302
200,1968,0.0313586
205,1968,0.0006059
210,1968,0.0065685
211,1968,0.0071827
212,1968,0.0016245
220,1968,0.0249054
225,1968,0.0017823
230,1968,0.0101312
235,1968,0.0027015
260,1968,0.0358954
265,1968,0.0088748
290,1968,0.0135449
305,1968,0.0029785
310,1968,0.0041935
315,1968,0.0097217
325,1968,0.0211241
338,1968,0.0000325
339,1968,0.0006306
345,1968,0.005015
350,1968,0.0026397
352,1968,0.0001509
355,1968,0.0033349
360,1968,0.0068133
365,1968,0.1699854
375,1968,0.0013565
380,1968,0.0041888
385,1968,0.0013423
390,1968,0.0016719
395,1968,0.0000116
411,1968,0.0000166
420,1968,0.000021
432,1968,0.0003316
433,1968,0.0004645
434,1968,0.0001867
435,1968,0.0000759
436,1968,0.0002118
437,1968,0.0004199
438,1968,0.0003078
439,1968,0.0002551
450,1968,0.0000929
451,1968,0.0001882
452,1968,0.0009736
461,1968,0.0001314
471,1968,0.0004521
475,1968,0.0047265
481,1968,0.0000648
482,1968,0.0001342
483,1968,0.0002463
484,1968,0.0001256
490,1968,0.0018727
500,1968,0.0006023
501,1968,0.0008286
510,1968,0.0007808
516,1968,0.0001785
517,1968,0.0001953
520,1968,0.0002779
530,1968,0.0016928
551,1968,0.0005044
552,1968,0.0005938
553,1968,0.0002612
560,1968,0.0054368
570,1968,0.0000507
571,1968,0.0000264
572,1968,0.0000256
580,1968,0.0004934
590,1968,0.0000897
600,1968,0.0020997
615,1968,0.001899
616,1968,0.000618
620,1968,0.001109
625,1968,0.0009444
630,1968,0.0063863
640,1968,0.0081456
645,1968,0.0023712
651,1968,0.0063604
652,1968,0.0013728
660,1968,0.0004467
663,1968,0.0007195
666,1968,0.0017265
670,1968,0.0026201
678,1968,0.0003524
680,1968,0.0002166
690,1968,0.0012913
700,1968,0.0013733
710,1968,0.1044135
712,1968,0.0001607
713,1968,0.0059766
731,1968,0.0053677
732,1968,0.0087015
740,1968,0.0492219
750,1968,0.0504457
770,1968,0.0112048
775,1968,0.0027233
780,1968,0.0008426
781,1968,6.77E-06
790,1968,0.000711
800,1968,0.0036115
811,1968,0.0010522
812,1968,0.0006298
816,1968,0.0050155
817,1968,0.0068128
820,1968,0.0012248
830,1968,0.0011042
840,1968,0.0036308
850,1968,0.0124634
900,1968,0.0077718
920,1968,0.000598
2,1969,0.1975469
20,1969,0.0114056
40,1969,0.0022474
41,1969,0.0003912
42,1969,0.0005509
51,1969,0.0001927
52,1969,0.0008584
53,1969,0.0000194
70,1969,0.0084272
90,1969,0.0005284
91,1969,0.000266
92,1969,0.0003715
93,1969,0.0002362
94,1969,0.0001623
95,1969,0.0003373
100,1969,0.003939
101,1969,0.005777
110,1969,0.0000617
130,1969,0.0007709
135,1969,0.0023604
140,1969,0.0184021
145,1969,0.0006236
150,1969,0.0003629
155,1969,0.0025708
160,1969,0.0064754
165,1969,0.0006458
200,1969,0.0301955
205,1969,0.0005915
210,1969,0.0070487
211,1969,0.0073306
212,1969,0.0016951
220,1969,0.0246253
225,1969,0.001763
230,1969,0.0100786
235,1969,0.0027265
260,1969,0.0361736
265,1969,0.008775
290,1969,0.0133812
305,1969,0.0030066
310,1969,0.0044448
315,1969,0.00934
325,1969,0.0204403
338,1969,0.0000317
339,1969,0.0006238
345,1969,0.0049883
350,1969,0.0026686
352,1969,0.0001731
355,1969,0.0033364
360,1969,0.006929
365,1969,0.1694391
375,1969,0.0014167
380,1969,0.0042206
385,1969,0.0013184
390,1969,0.0016704
395,1969,0.0000114
411,1969,0.0000258
420,1969,0.0000211
432,1969,0.0003302
433,1969,0.000434
434,1969,0.0001851
435,1969,0.0000821
436,1969,0.0002123
437,1969,0.0004135
438,1969,0.0003081
439,1969,0.0002615
450,1969,0.0000944
451,1969,0.0002181
452,1969,0.0009317
461,1969,0.0001356
471,1969,0.0004702
475,1969,0.00511
481,1969,0.0000567
482,1969,0.0001367
483,1969,0.0002418
484,1969,0.0001246
490,1969,0.0021529
500,1969,0.0006629
501,1969,0.0008384
510,1969,0.0007961
516,1969,0.0001787
517,1969,0.0001968
520,1969,0.0003054
530,1969,0.001693
551,1969,0.0005158
552,1969,0.000594
553,1969,0.000267
560,1969,0.0054683
570,1969,0.0000506
571,1969,0.0000266
572,1969,0.0000255
580,1969,0.0004915
590,1969,0.0000893
600,1969,0.0021167
615,1969,0.0019625
616,1969,0.0006165
620,1969,0.0011243
625,1969,0.0010258
630,1969,0.0066555
640,1969,0.008202
645,1969,0.0024113
651,1969,0.006665
652,1969,0.0014573
660,1969,0.0004421
663,1969,0.0007568
666,1969,0.0018082
670,1969,0.0026579
678,1969,0.0003873
680,1969,0.0002064
690,1969,0.0013144
700,1969,0.0013624
710,1969,0.1064858
712,1969,0.0001673
713,1969,0.0061938
731,1969,0.0053496
732,1969,0.0088394
740,1969,0.0523323
750,1969,0.0500353
770,1969,0.0114072
775,1969,0.0029697
780,1969,0.0008658
781,1969,6.79E-06
790,1969,0.0007571
800,1969,0.0036486
811,1969,0.001026
812,1969,0.0006011
816,1969,0.0051482
817,1969,0.0080592
820,1969,0.0012761
830,1969,0.0011545
840,1969,0.0036887
850,1969,0.0125637
900,1969,0.007565
920,1969,0.0005667
2,1970,0.1798439
20,1970,0.0120093
40,1970,0.002242
41,1970,0.0004091
42,1970,0.0005478
51,1970,0.0001717
52,1970,0.0007437
53,1970,0.0000173
70,1970,0.0101059
90,1970,0.0005641
91,1970,0.000288
92,1970,0.000391
93,1970,0.00026
94,1970,0.0001717
95,1970,0.0003094
100,1970,0.0038103
101,1970,0.0052568
110,1970,0.0000661
130,1970,0.0007842
135,1970,0.00243
140,1970,0.0192785
145,1970,0.0005743
150,1970,0.0003703
155,1970,0.0024836
160,1970,0.0061743
165,1970,0.0006489
200,1970,0.0294795
205,1970,0.000574
210,1970,0.0069782
211,1970,0.006803
212,1970,0.0015728
220,1970,0.024065
225,1970,0.0014995
230,1970,0.0103535
235,1970,0.0027865
260,1970,0.0351229
265,1970,0.009304
290,1970,0.0134455
305,1970,0.0030141
310,1970,0.0041881
315,1970,0.009341
325,1970,0.0200143
338,1970,0.0000345
339,1970,0.0006226
345,1970,0.0049793
350,1970,0.0026943
352,1970,0.0001481
355,1970,0.0032841
360,1970,0.0071479
365,1970,0.1729228
375,1970,0.0015243
380,1970,0.0044109
385,1970,0.0016221
390,1970,0.0016031
395,1970,0.0000163
411,1970,0.0000246
420,1970,0.0000223
432,1970,0.0003739
433,1970,0.0004773
434,1970,0.000206
435,1970,0.0000811
436,1970,0.0002275
437,1970,0.0004799
438,1970,0.0003202
439,1970,0.0002894
450,1970,0.0001166
451,1970,0.0002073
452,1970,0.0010024
461,1970,0.0001442
471,1970,0.00051
475,1970,0.0059723
481,1970,0.0000652
482,1970,0.0001594
483,1970,0.000259
484,1970,0.0001487
490,1970,0.0022938
500,1970,0.0007061
501,1970,0.0009288
510,1970,0.000933
516,1970,0.0001889
517,1970,0.0002244
520,1970,0.0004357
530,1970,0.0018356
551,1970,0.0005567
552,1970,0.0006897
553,1970,0.0002947
560,1970,0.0057884
570,1970,0.0000533
571,1970,0.0000311
572,1970,0.0000278
580,1970,0.000509
590,1970,0.0000831
600,1970,0.0020836
615,1970,0.0020855
616,1970,0.0006118
620,1970,0.0009198
625,1970,0.0010738
630,1970,0.0065149
640,1970,0.0083784
645,1970,0.0023229
651,1970,0.0069124
652,1970,0.0014569
660,1970,0.0004884
663,1970,0.0008273
666,1970,0.0019355
670,1970,0.0027182
678,1970,0.0003464
680,1970,0.000392
690,1970,0.0011996
700,1970,0.0014041
710,1970,0.1117451
712,1970,0.000399
713,1970,0.0060992
731,1970,0.0055562
732,1970,0.0091114
740,1970,0.053323
750,1970,0.0522766
770,1970,0.0114209
775,1970,0.0030544
780,1970,0.0009333
781,1970,6.62E-06
790,1970,0.0008178
800,1970,0.0038654
811,1970,0.0011054
812,1970,0.0006281
816,1970,0.00507
817,1970,0.0090785
820,1970,0.0014344
830,1970,0.0011672
840,1970,0.0038369
850,1970,0.0130919
900,1970,0.0074819
920,1970,0.0006249
950,1970,0.0000303
2,1971,0.1688821
20,1971,0.0121747
40,1971,0.0022357
41,1971,0.0004272
42,1971,0.0005689
51,1971,0.000199
52,1971,0.0006659
53,1971,0.0000176
70,1971,0.0100608
90,1971,0.0005677
91,1971,0.0003025
92,1971,0.0004194
93,1971,0.0002635
94,1971,0.0001791
95,1971,0.0003282
100,1971,0.0038597
101,1971,0.0052295
110,1971,0.0000688
130,1971,0.0008175
135,1971,0.002567
140,1971,0.0197205
145,1971,0.000621
150,1971,0.0003366
155,1971,0.0026184
160,1971,0.0061157
165,1971,0.0006629
200,1971,0.0284799
205,1971,0.0005799
210,1971,0.0069774
211,1971,0.0068356
212,1971,0.0015469
220,1971,0.0238588
225,1971,0.0015222
230,1971,0.0107856
235,1971,0.0029104
260,1971,0.0343583
265,1971,0.0095627
290,1971,0.0145523
305,1971,0.0030358
310,1971,0.0045391
315,1971,0.0097863
325,1971,0.020323
338,1971,0.0000285
339,1971,0.0006368
345,1971,0.0050194
350,1971,0.0027538
352,1971,0.0001347
355,1971,0.0040695
360,1971,0.0080013
365,1971,0.1740189
375,1971,0.001492
380,1971,0.0044476
385,1971,0.0016486
390,1971,0.0016141
395,1971,0.0000167
411,1971,0.0000224
420,1971,0.0000229
432,1971,0.0003786
433,1971,0.0004865
434,1971,0.0002147
435,1971,0.0000791
436,1971,0.0002313
437,1971,0.0004949
438,1971,0.0003258
439,1971,0.0003202
450,1971,0.0001477
451,1971,0.0002104
452,1971,0.0010122
461,1971,0.0001614
471,1971,0.0005249
475,1971,0.0070182
481,1971,0.0000791
482,1971,0.000161
483,1971,0.0002757
484,1971,0.0001553
490,1971,0.0024466
500,1971,0.0007289
501,1971,0.0009629
510,1971,0.0009796
516,1971,0.0001809
517,1971,0.0002288
520,1971,0.0004421
530,1971,0.0018941
551,1971,0.0006478
552,1971,0.0007561
553,1971,0.0003028
560,1971,0.0060024
570,1971,0.0000543
571,1971,0.0000309
572,1971,0.0000281
580,1971,0.0005082
590,1971,0.0000838
600,1971,0.0021059
615,1971,0.0022052
616,1971,0.0006115
620,1971,0.0009219
625,1971,0.0011869
630,1971,0.0067028
640,1971,0.0088215
645,1971,0.0026664
651,1971,0.0075055
652,1971,0.0017114
660,1971,0.0005006
663,1971,0.0008252
666,1971,0.0025173
670,1971,0.0029743
678,1971,0.0003523
680,1971,0.0003109
690,1971,0.001304
692,1971,0.0003768
694,1971,0.0001184
696,1971,0.0003327
698,1971,0.0000871
700,1971,0.001435
710,1971,0.1130078
712,1971,0.0003779
713,1971,0.0062705
731,1971,0.0059747
732,1971,0.0094808
740,1971,0.0530941
750,1971,0.0530791
760,1971,0.0001031
770,1971,0.0085843
771,1971,-9
775,1971,0.003116
780,1971,0.0009363
781,1971,6.52E-06
790,1971,0.0008235
800,1971,0.0041237
811,1971,0.0018784
812,1971,0.0006837
816,1971,0.0048816
817,1971,0.0091144
820,1971,0.0015292
830,1971,0.0012747
840,1971,0.0039191
850,1971,0.0120051
900,1971,0.0074613
920,1971,0.0006413
950,1971,0.0000311
2,1972,0.1632864
20,1972,0.0124754
40,1972,0.0021383
41,1972,0.0004169
42,1972,0.0005829
51,1972,0.0001941
52,1972,0.0006276
53,1972,0.0000169
70,1972,0.0099909
90,1972,0.0005668
91,1972,0.0003302
92,1972,0.0004231
93,1972,0.0002683
94,1972,0.0001767
95,1972,0.0003237
100,1972,0.0037211
101,1972,0.0049363
110,1972,0.0000672
130,1972,0.0008296
135,1972,0.0025751
140,1972,0.019993
145,1972,0.0006201
150,1972,0.0003267
155,1972,0.0026325
160,1972,0.0059526
165,1972,0.0006251
200,1972,0.0279088
205,1972,0.0005606
210,1972,0.0073271
211,1972,0.0072937
212,1972,0.0014957
220,1972,0.0239396
225,1972,0.0014964
230,1972,0.0110688
235,1972,0.0029514
260,1972,0.0345926
265,1972,0.0093671
290,1972,0.0144914
305,1972,0.0029646
310,1972,0.0044126
315,1972,0.0096108
325,1972,0.0210635
338,1972,0.0000278
339,1972,0.0006359
345,1972,0.0049223
350,1972,0.0027661
352,1972,0.0001529
355,1972,0.0040927
360,1972,0.0079991
365,1972,0.1723767
375,1972,0.0015888
380,1972,0.004336
385,1972,0.0016424
390,1972,0.0015516
395,1972,0.0000169
411,1972,0.0000277
420,1972,0.0000227
432,1972,0.0003738
433,1972,0.0004882
434,1972,0.0002155
435,1972,0.0000787
436,1972,0.000251
437,1972,0.0005022
438,1972,0.0003701
439,1972,0.0003219
450,1972,0.0001559
451,1972,0.0002081
452,1972,0.0010316
461,1972,0.0001603
471,1972,0.000521
475,1972,0.0069163
481,1972,0.0000855
482,1972,0.0001661
483,1972,0.0002866
484,1972,0.0001707
490,1972,0.0024577
